ID,Area,Role,ClearanceLevel
81575,Reading Room,Supervisor,2
81577,Entrance,Guard,2
81581,Reading Room,Guard,5
81586,Reading Room,Guard,1
81606,Entrance,Guard,2
81617,Reading Room,Guard,5
81626,Archives,Guard,5
81628,Archives,Supervisor,3
81629,Archives,Guard,5
81650,Reading Room,Guard,3
81651,Reading Room,Supervisor,1
81652,Archives,Guard,2
81670,Reading Room,Supervisor,2
81684,Entrance,Guard,1
81688,Reading Room,Guard,3
81694,Reading Room,Supervisor,3
81699,Archives,Supervisor,3
81710,Archives,Supervisor,3
81713,Archives,Guard,3
81716,Reading Room,Guard,2
81719,Reading Room,Supervisor,3
81720,Entrance,Guard,3
81722,Entrance,Supervisor,2
81725,Entrance,Supervisor,3
81734,Reading Room,Guard,4
81745,Entrance,Guard,4
81747,Archives,Guard,5
81760,Reading Room,Supervisor,3
81764,Archives,Guard,4
81767,Archives,Supervisor,5
81770,Archives,Guard,2
81774,Reading Room,Supervisor,3
81788,Archives,Supervisor,3
81789,Archives,Supervisor,3
81790,Entrance,Supervisor,5
81791,Entrance,Supervisor,1
81796,Reading Room,Supervisor,1
81804,Archives,Guard,1
81806,Entrance,Guard,5
81807,Entrance,Supervisor,2
81810,Reading Room,Supervisor,2
81814,Archives,Guard,5
81815,Entrance,Supervisor,4
81822,Entrance,Supervisor,1
81829,Archives,Guard,1
81837,Archives,Guard,2
81839,Archives,Supervisor,1
81850,Archives,Guard,3
81855,Reading Room,Supervisor,5
81869,Reading Room,Guard,1
81870,Entrance,Guard,1
81871,Entrance,Supervisor,4
81881,Entrance,Supervisor,3
81884,Archives,Supervisor,2
81886,Archives,Guard,2
81889,Archives,Guard,4
81891,Entrance,Supervisor,3
81909,Reading Room,Supervisor,1
81912,Entrance,Supervisor,4
81927,Entrance,Supervisor,1
81934,Reading Room,Supervisor,2
81937,Reading Room,Guard,4
81944,Reading Room,Guard,4
81945,Entrance,Guard,5
81949,Archives,Supervisor,1
81951,Archives,Supervisor,5
81954,Archives,Supervisor,2
81962,Entrance,Guard,3
81966,Entrance,Supervisor,3
81970,Reading Room,Guard,1
81976,Entrance,Supervisor,2
81986,Archives,Supervisor,5
81989,Archives,Supervisor,1
81995,Archives,Supervisor,2
81997,Entrance,Guard,1
81999,Entrance,Guard,1
82007,Archives,Supervisor,2
82014,Archives,Guard,2
82020,Reading Room,Supervisor,2
82029,Reading Room,Guard,2
82034,Archives,Supervisor,1
82039,Reading Room,Supervisor,5
82040,Reading Room,Guard,5
82066,Reading Room,Guard,3
82068,Entrance,Guard,3
82070,Archives,Guard,4
82076,Entrance,Guard,5
82077,Entrance,Supervisor,3
82090,Reading Room,Supervisor,5
82091,Reading Room,Supervisor,2
82093,Archives,Supervisor,2
82094,Archives,Supervisor,5
82098,Archives,Supervisor,2
82099,Archives,Supervisor,4
82102,Entrance,Supervisor,5
82104,Archives,Supervisor,4
82108,Entrance,Guard,4
82117,Reading Room,Supervisor,1
82119,Reading Room,Guard,4
82123,Archives,Supervisor,3
82142,Reading Room,Supervisor,4
82143,Entrance,Supervisor,1
82149,Reading Room,Supervisor,1
82150,Reading Room,Guard,5
82160,Entrance,Guard,1
82162,Entrance,Guard,3
82171,Archives,Guard,1
82174,Archives,Supervisor,5
82175,Reading Room,Supervisor,3
82181,Entrance,Guard,4
82183,Entrance,Supervisor,2
82185,Entrance,Supervisor,4
82187,Entrance,Guard,3
82195,Reading Room,Supervisor,5
82237,Archives,Guard,5
82238,Reading Room,Supervisor,5
82247,Entrance,Supervisor,3
82250,Reading Room,Guard,4
82254,Reading Room,Guard,3
82257,Archives,Guard,1
82266,Reading Room,Supervisor,4
82277,Reading Room,Guard,5
82280,Archives,Supervisor,5
82284,Reading Room,Guard,4
82288,Archives,Supervisor,2
82289,Reading Room,Supervisor,5
82291,Archives,Guard,5
82296,Entrance,Supervisor,1
82297,Archives,Guard,2
82298,Entrance,Supervisor,4
82305,Archives,Guard,2
82306,Reading Room,Guard,2
82313,Archives,Supervisor,1
82321,Archives,Supervisor,1
82322,Entrance,Supervisor,4
82326,Entrance,Supervisor,2
82327,Archives,Guard,1
82338,Reading Room,Guard,1
82343,Reading Room,Guard,4
82345,Archives,Supervisor,4
82351,Archives,Guard,3
82355,Archives,Guard,5
82356,Reading Room,Guard,1
82363,Archives,Supervisor,1
82368,Entrance,Guard,2
82369,Archives,Supervisor,5
82386,Archives,Supervisor,4
82387,Archives,Supervisor,1
82388,Entrance,Guard,2
82392,Reading Room,Guard,5
82401,Archives,Supervisor,5
82402,Entrance,Guard,2
82405,Archives,Guard,3
82406,Archives,Supervisor,5
82407,Reading Room,Supervisor,4
82409,Archives,Supervisor,2
82414,Reading Room,Supervisor,3
82422,Entrance,Guard,3
82424,Reading Room,Guard,1
82425,Entrance,Supervisor,5
82430,Entrance,Supervisor,5
82434,Reading Room,Guard,4
82435,Archives,Guard,3
82437,Archives,Guard,3
82442,Archives,Supervisor,1
82445,Entrance,Supervisor,1
82449,Entrance,Guard,3
82451,Entrance,Supervisor,5
82453,Reading Room,Supervisor,1
82459,Archives,Supervisor,3
82465,Entrance,Guard,4
82466,Archives,Supervisor,5
82477,Entrance,Guard,5
82486,Entrance,Supervisor,1
82487,Archives,Guard,3
82495,Reading Room,Guard,2
82505,Entrance,Supervisor,4
82506,Reading Room,Supervisor,3
82510,Entrance,Supervisor,3
82512,Reading Room,Guard,1
82519,Entrance,Guard,1
82524,Entrance,Supervisor,3
82527,Entrance,Supervisor,5
82528,Archives,Guard,3
82529,Reading Room,Supervisor,3
82531,Archives,Guard,1
82546,Archives,Guard,1
82558,Reading Room,Guard,5
82559,Entrance,Supervisor,2
82567,Entrance,Guard,1
82582,Reading Room,Supervisor,1
82585,Entrance,Supervisor,5
82586,Archives,Supervisor,5
82589,Archives,Guard,5
82592,Entrance,Guard,4
82603,Entrance,Guard,1
82611,Entrance,Supervisor,2
82619,Reading Room,Guard,3
82622,Reading Room,Supervisor,4
82623,Reading Room,Supervisor,4
82625,Entrance,Supervisor,1
82630,Archives,Supervisor,2
82637,Entrance,Guard,5
82638,Reading Room,Supervisor,4
82639,Reading Room,Guard,1
82641,Archives,Guard,4
82647,Reading Room,Supervisor,4
82653,Archives,Supervisor,4
82657,Reading Room,Guard,3
82659,Reading Room,Supervisor,1
82665,Archives,Supervisor,3
82669,Reading Room,Guard,5
82672,Archives,Supervisor,4
82673,Entrance,Guard,1
82674,Entrance,Guard,1
82675,Entrance,Supervisor,2
82680,Entrance,Guard,2
82684,Archives,Supervisor,3
82687,Reading Room,Guard,3
82688,Archives,Supervisor,5
82699,Archives,Guard,1
82706,Archives,Supervisor,1
82719,Archives,Supervisor,1
82720,Entrance,Guard,1
82722,Entrance,Guard,1
82723,Reading Room,Supervisor,5
82724,Reading Room,Supervisor,2
82728,Entrance,Guard,3
82731,Entrance,Guard,5
82733,Archives,Guard,4
82739,Archives,Supervisor,3
82740,Reading Room,Supervisor,1
82745,Archives,Guard,4
82746,Archives,Supervisor,4
82751,Reading Room,Guard,2
82752,Archives,Guard,4
82759,Entrance,Guard,5
82761,Entrance,Guard,4
82762,Reading Room,Guard,3
82770,Entrance,Supervisor,2
82771,Reading Room,Supervisor,1
82772,Archives,Supervisor,4
82776,Archives,Supervisor,4
82792,Entrance,Guard,1
82793,Archives,Supervisor,5
82804,Reading Room,Supervisor,3
82817,Archives,Supervisor,2
82827,Reading Room,Guard,2
82830,Entrance,Supervisor,1
82832,Reading Room,Guard,3
82836,Entrance,Guard,3
82851,Archives,Supervisor,2
82853,Reading Room,Guard,5
82874,Archives,Supervisor,5
82877,Reading Room,Supervisor,4
82879,Reading Room,Guard,4
82880,Entrance,Guard,1
82882,Archives,Guard,1
82885,Reading Room,Guard,3
82886,Reading Room,Guard,3
82888,Reading Room,Supervisor,3
82898,Reading Room,Guard,5
82905,Archives,Supervisor,5
82907,Archives,Supervisor,5
82908,Reading Room,Supervisor,3
82914,Archives,Supervisor,3
82926,Reading Room,Guard,4
82931,Archives,Guard,1
82935,Reading Room,Guard,4
82936,Entrance,Supervisor,4
82940,Archives,Supervisor,5
82944,Entrance,Supervisor,3
82948,Archives,Guard,5
82954,Reading Room,Supervisor,4
82957,Archives,Guard,2
82961,Entrance,Guard,5
82963,Archives,Guard,1
82965,Entrance,Guard,4
82970,Entrance,Guard,3
82972,Archives,Guard,1
82986,Archives,Guard,5
82987,Entrance,Supervisor,5
82988,Archives,Supervisor,3
82989,Reading Room,Supervisor,2
82994,Entrance,Supervisor,3
82997,Archives,Guard,1
83003,Archives,Supervisor,3
83005,Archives,Guard,1
83009,Entrance,Supervisor,3
83011,Archives,Guard,5
83024,Archives,Supervisor,4
83045,Archives,Guard,2
83049,Reading Room,Guard,4
83055,Archives,Supervisor,2
83065,Archives,Supervisor,1
83067,Archives,Guard,2
83068,Archives,Supervisor,1
83070,Entrance,Guard,3
83071,Entrance,Guard,5
83080,Reading Room,Guard,4
83082,Entrance,Guard,4
83084,Entrance,Supervisor,5
83086,Entrance,Supervisor,1
83093,Archives,Guard,4
83095,Reading Room,Guard,5
83099,Archives,Supervisor,3
83100,Reading Room,Supervisor,5
83108,Reading Room,Guard,4
83109,Reading Room,Supervisor,5
83118,Archives,Supervisor,4
83123,Reading Room,Guard,5
83126,Entrance,Guard,4
83129,Entrance,Guard,4
83131,Entrance,Guard,3
83132,Reading Room,Guard,2
83142,Reading Room,Guard,2
83149,Archives,Supervisor,5
83152,Entrance,Supervisor,3
83167,Reading Room,Guard,1
83172,Reading Room,Supervisor,5
83173,Archives,Guard,5
83175,Reading Room,Supervisor,3
83178,Reading Room,Guard,3
83182,Archives,Supervisor,1
83184,Archives,Supervisor,4
83185,Reading Room,Guard,4
83188,Entrance,Guard,1
83190,Reading Room,Guard,5
83192,Entrance,Supervisor,5
83205,Entrance,Guard,4
83206,Reading Room,Guard,5
83208,Reading Room,Supervisor,2
83210,Reading Room,Guard,2
83231,Reading Room,Supervisor,3
83239,Entrance,Guard,3
83248,Archives,Guard,3
83250,Reading Room,Guard,1
83252,Reading Room,Supervisor,2
83261,Entrance,Supervisor,3
83264,Reading Room,Guard,1
83269,Entrance,Supervisor,2
83276,Entrance,Guard,3
83287,Entrance,Guard,1
83292,Entrance,Guard,1
83295,Archives,Supervisor,2
83296,Entrance,Guard,5
83302,Entrance,Guard,1
83305,Reading Room,Guard,3
83306,Reading Room,Guard,4
83307,Entrance,Supervisor,3
83315,Reading Room,Supervisor,5
83325,Reading Room,Supervisor,1
83339,Reading Room,Guard,4
83342,Entrance,Guard,4
83344,Entrance,Supervisor,5
83357,Archives,Guard,2
83365,Entrance,Guard,4
83367,Archives,Guard,1
83368,Archives,Guard,3
83372,Archives,Guard,1
83378,Entrance,Guard,2
83381,Archives,Guard,4
83388,Archives,Supervisor,5
83398,Entrance,Guard,3
83400,Archives,Guard,3
83402,Archives,Guard,4
83404,Archives,Guard,2
83409,Entrance,Guard,4
83412,Entrance,Supervisor,2
83414,Reading Room,Supervisor,1
83419,Reading Room,Supervisor,5
83424,Reading Room,Guard,3
83427,Entrance,Supervisor,5
83430,Reading Room,Supervisor,4
83434,Archives,Guard,2
83445,Archives,Supervisor,2
83450,Reading Room,Guard,1
83451,Archives,Guard,4
83454,Archives,Supervisor,2
83455,Archives,Guard,1
83463,Archives,Guard,4
83470,Entrance,Guard,5
83471,Reading Room,Supervisor,3
83474,Entrance,Supervisor,1
83477,Reading Room,Supervisor,2
83479,Entrance,Supervisor,2
83487,Entrance,Supervisor,4
83489,Archives,Supervisor,1
83499,Reading Room,Guard,5
83501,Entrance,Guard,4
83518,Archives,Guard,3
83520,Entrance,Supervisor,2
83522,Reading Room,Supervisor,2
83526,Reading Room,Supervisor,4
83530,Reading Room,Supervisor,2
83536,Entrance,Supervisor,4
83537,Archives,Supervisor,1
83539,Reading Room,Guard,2
83543,Archives,Supervisor,1
83555,Entrance,Guard,5
83556,Archives,Guard,1
83562,Reading Room,Guard,5
83570,Archives,Supervisor,3
83571,Entrance,Guard,1
83574,Archives,Guard,5
83576,Archives,Guard,3
83577,Archives,Supervisor,5
83580,Reading Room,Guard,2
83584,Archives,Supervisor,4
83586,Entrance,Supervisor,3
83593,Reading Room,Supervisor,3
83594,Archives,Guard,1
83596,Archives,Supervisor,2
83598,Archives,Supervisor,1
83608,Entrance,Guard,4
83612,Reading Room,Supervisor,1
83613,Archives,Guard,3
83615,Reading Room,Supervisor,5
83619,Entrance,Guard,2
83621,Entrance,Guard,1
83625,Archives,Guard,2
83627,Entrance,Supervisor,4
83628,Reading Room,Guard,5
83639,Entrance,Supervisor,4
83642,Reading Room,Guard,5
83653,Archives,Guard,1
83654,Reading Room,Supervisor,1
83655,Entrance,Supervisor,4
83661,Reading Room,Guard,2
83670,Entrance,Guard,4
83688,Archives,Supervisor,3
83698,Reading Room,Guard,2
83699,Archives,Supervisor,3
83700,Reading Room,Supervisor,4
83706,Archives,Supervisor,4
83708,Archives,Supervisor,2
83710,Entrance,Supervisor,1
83711,Archives,Guard,2
83714,Entrance,Guard,3
83723,Archives,Guard,1
83726,Archives,Supervisor,2
83727,Entrance,Supervisor,1
83728,Entrance,Supervisor,3
83729,Entrance,Supervisor,2
83731,Reading Room,Supervisor,4
83733,Archives,Supervisor,2
83747,Reading Room,Guard,3
83748,Entrance,Supervisor,5
83749,Archives,Guard,1
83750,Reading Room,Guard,1
83758,Entrance,Guard,3
83760,Entrance,Guard,1
83765,Entrance,Supervisor,4
83766,Entrance,Supervisor,3
83768,Archives,Guard,4
83770,Archives,Guard,5
83771,Entrance,Guard,5
83772,Reading Room,Supervisor,2
83774,Entrance,Supervisor,4
83776,Reading Room,Guard,2
83779,Entrance,Guard,4
83780,Entrance,Guard,5
83784,Entrance,Supervisor,1
83791,Archives,Supervisor,4
83792,Archives,Supervisor,5
83795,Entrance,Supervisor,3
83797,Archives,Supervisor,1
83799,Entrance,Supervisor,1
83802,Entrance,Supervisor,3
83806,Archives,Supervisor,5
83808,Archives,Supervisor,3
83820,Entrance,Guard,1
83821,Reading Room,Guard,4
83831,Reading Room,Guard,2
83834,Archives,Guard,4
83835,Reading Room,Supervisor,3
83849,Reading Room,Guard,4
83857,Reading Room,Guard,2
83859,Entrance,Guard,1
83866,Reading Room,Guard,4
83867,Archives,Supervisor,1
83871,Entrance,Guard,2
83881,Reading Room,Supervisor,3
83885,Entrance,Supervisor,5
83886,Archives,Supervisor,1
83892,Reading Room,Supervisor,1
83896,Entrance,Supervisor,3
83904,Reading Room,Guard,1
83905,Reading Room,Supervisor,2
83923,Entrance,Guard,1
83925,Archives,Guard,1
83928,Entrance,Supervisor,3
83930,Reading Room,Supervisor,4
83940,Entrance,Supervisor,4
83945,Reading Room,Supervisor,5
83946,Entrance,Guard,2
83947,Reading Room,Guard,3
83951,Reading Room,Supervisor,4
83968,Entrance,Guard,2
83969,Archives,Supervisor,3
84003,Reading Room,Supervisor,2
84004,Archives,Supervisor,3
84006,Reading Room,Guard,5
84013,Entrance,Supervisor,2
84017,Reading Room,Supervisor,2
84025,Reading Room,Supervisor,5
84040,Entrance,Guard,4
84043,Entrance,Supervisor,5
84053,Entrance,Supervisor,3
84058,Archives,Supervisor,5
84064,Reading Room,Supervisor,1
84069,Reading Room,Guard,5
84072,Entrance,Guard,1
84088,Entrance,Supervisor,4
84096,Archives,Guard,3
84105,Reading Room,Supervisor,2
84112,Reading Room,Guard,5
84121,Reading Room,Guard,5
84125,Entrance,Guard,3
84126,Reading Room,Guard,1
84128,Entrance,Guard,1
84129,Reading Room,Guard,2
84143,Archives,Supervisor,2
84145,Archives,Supervisor,4
84154,Reading Room,Guard,4
84156,Reading Room,Supervisor,4
84158,Archives,Supervisor,2
84159,Reading Room,Supervisor,4
84161,Reading Room,Supervisor,1
84162,Archives,Guard,4
84164,Archives,Supervisor,3
84168,Entrance,Supervisor,2
84169,Reading Room,Supervisor,5
84181,Archives,Supervisor,1
84198,Archives,Supervisor,4
84204,Archives,Supervisor,4
84207,Reading Room,Supervisor,1
84208,Reading Room,Guard,2
84209,Reading Room,Supervisor,1
84213,Reading Room,Supervisor,5
84214,Entrance,Supervisor,1
84215,Archives,Guard,1
84216,Entrance,Supervisor,1
84218,Archives,Supervisor,5
84229,Reading Room,Supervisor,4
84230,Archives,Supervisor,2
84231,Entrance,Guard,4
84237,Archives,Supervisor,3
84246,Reading Room,Guard,5
84250,Reading Room,Supervisor,3
84253,Archives,Guard,2
84265,Archives,Guard,4
84277,Entrance,Guard,5
84290,Reading Room,Supervisor,2
84296,Entrance,Supervisor,4
84299,Archives,Guard,4
84309,Archives,Supervisor,5
84310,Entrance,Supervisor,1
84323,Archives,Guard,3
84324,Archives,Supervisor,1
84331,Reading Room,Guard,1
84338,Reading Room,Supervisor,3
84348,Archives,Guard,2
84351,Reading Room,Guard,4
84354,Reading Room,Supervisor,4
84358,Reading Room,Guard,1
84363,Reading Room,Supervisor,1
84377,Entrance,Supervisor,3
84378,Reading Room,Guard,2
84382,Archives,Supervisor,5
84383,Entrance,Guard,1
84393,Archives,Supervisor,2
84399,Entrance,Supervisor,4
84402,Archives,Guard,5
84407,Entrance,Supervisor,3
84411,Entrance,Supervisor,5
84416,Archives,Guard,2
84424,Reading Room,Supervisor,4
84432,Archives,Guard,3
84436,Archives,Supervisor,2
84437,Entrance,Guard,1
84443,Entrance,Supervisor,3
84445,Archives,Guard,3
84452,Entrance,Guard,3
84455,Entrance,Supervisor,5
84456,Reading Room,Guard,5
84465,Reading Room,Supervisor,2
84469,Entrance,Guard,1
84471,Archives,Supervisor,4
84474,Entrance,Supervisor,5
84478,Archives,Supervisor,1
84481,Entrance,Guard,5
84486,Entrance,Supervisor,2
84492,Entrance,Guard,4
84497,Archives,Supervisor,1
84498,Archives,Supervisor,5
84506,Entrance,Supervisor,5
84508,Archives,Supervisor,1
84515,Reading Room,Guard,3
84523,Entrance,Guard,4
84532,Reading Room,Supervisor,3
84540,Archives,Guard,4
84543,Archives,Supervisor,5
84548,Reading Room,Guard,4
84549,Archives,Guard,3
84555,Reading Room,Guard,5
84560,Archives,Guard,1
84564,Reading Room,Guard,1
84582,Archives,Guard,5
84594,Reading Room,Guard,3
84597,Archives,Guard,1
84599,Entrance,Guard,5
84607,Entrance,Guard,1
84613,Entrance,Supervisor,1
84621,Reading Room,Guard,2
84624,Reading Room,Guard,1
84626,Reading Room,Guard,3
84632,Reading Room,Supervisor,4
84642,Entrance,Supervisor,4
84643,Reading Room,Guard,3
84648,Archives,Supervisor,1
84652,Reading Room,Supervisor,3
84654,Reading Room,Supervisor,5
84655,Archives,Supervisor,5
84661,Reading Room,Guard,3
84666,Entrance,Guard,5
84671,Archives,Guard,2
84673,Archives,Supervisor,3
84680,Entrance,Supervisor,3
84687,Reading Room,Supervisor,3
84694,Archives,Supervisor,5
84695,Archives,Supervisor,4
84697,Archives,Supervisor,5
84698,Archives,Supervisor,1
84700,Entrance,Guard,4
84705,Reading Room,Guard,2
84706,Reading Room,Supervisor,3
84708,Reading Room,Supervisor,3
84716,Archives,Supervisor,4
84721,Reading Room,Guard,4
84726,Archives,Supervisor,1
84730,Reading Room,Supervisor,4
84733,Entrance,Guard,1
84737,Entrance,Supervisor,5
84740,Entrance,Guard,4
84743,Archives,Guard,3
84744,Reading Room,Guard,1
84749,Entrance,Supervisor,1
84753,Entrance,Guard,5
84760,Archives,Supervisor,3
84764,Reading Room,Supervisor,4
84769,Reading Room,Guard,4
84770,Archives,Supervisor,3
84773,Entrance,Guard,4
84776,Entrance,Supervisor,5
84783,Entrance,Guard,2
84784,Archives,Supervisor,2
84794,Reading Room,Supervisor,1
84799,Entrance,Guard,2
84805,Archives,Guard,2
84809,Archives,Supervisor,2
84815,Entrance,Guard,1
84819,Entrance,Supervisor,5
84826,Reading Room,Supervisor,2
84838,Reading Room,Supervisor,5
84840,Entrance,Supervisor,2
84842,Entrance,Guard,5
84844,Entrance,Supervisor,1
84845,Archives,Supervisor,5
84853,Reading Room,Supervisor,3
84855,Archives,Guard,2
84860,Archives,Supervisor,1
84866,Archives,Guard,5
84869,Archives,Guard,5
84875,Entrance,Supervisor,4
84876,Reading Room,Supervisor,4
84882,Archives,Supervisor,1
84884,Archives,Guard,5
84893,Archives,Supervisor,1
84894,Reading Room,Supervisor,3
84896,Reading Room,Guard,4
84899,Reading Room,Guard,3
84900,Reading Room,Supervisor,5
84917,Entrance,Supervisor,2
84939,Entrance,Guard,4
84941,Reading Room,Supervisor,2
84943,Entrance,Supervisor,5
84944,Archives,Supervisor,1
84947,Entrance,Supervisor,1
84957,Reading Room,Supervisor,2
84958,Reading Room,Supervisor,1
84961,Archives,Guard,3
84962,Entrance,Supervisor,4
84968,Reading Room,Supervisor,4
84971,Entrance,Supervisor,2
84974,Archives,Supervisor,2
84977,Archives,Guard,3
84981,Archives,Supervisor,3
84989,Reading Room,Supervisor,1
84995,Entrance,Supervisor,4
84999,Archives,Guard,2
85006,Archives,Supervisor,1
85030,Archives,Supervisor,3
85042,Archives,Guard,1
85049,Archives,Supervisor,5
85057,Reading Room,Supervisor,5
85060,Archives,Supervisor,1
85069,Reading Room,Supervisor,2
85073,Archives,Guard,1
85093,Archives,Supervisor,1
85097,Reading Room,Supervisor,1
85102,Entrance,Supervisor,3
85107,Archives,Guard,5
85112,Reading Room,Supervisor,5
85114,Reading Room,Guard,4
85115,Archives,Supervisor,1
85134,Reading Room,Guard,1
85139,Entrance,Supervisor,5
85140,Reading Room,Guard,2
85142,Entrance,Guard,1
85144,Reading Room,Guard,4
85148,Entrance,Supervisor,2
85151,Entrance,Supervisor,4
85163,Reading Room,Guard,3
85178,Archives,Guard,4
85187,Archives,Supervisor,5
85190,Entrance,Supervisor,2
85194,Archives,Supervisor,5
85197,Entrance,Guard,3
85198,Entrance,Supervisor,3
85207,Reading Room,Guard,4
85208,Reading Room,Supervisor,5
85213,Entrance,Guard,4
85219,Reading Room,Supervisor,1
85221,Archives,Guard,2
85222,Entrance,Guard,2
85224,Entrance,Supervisor,4
85226,Reading Room,Supervisor,3
85228,Reading Room,Supervisor,5
85231,Entrance,Guard,2
85237,Entrance,Supervisor,3
85244,Entrance,Supervisor,4
85245,Entrance,Guard,5
85249,Reading Room,Guard,5
85263,Reading Room,Guard,1
85275,Reading Room,Supervisor,5
85277,Reading Room,Supervisor,3
85278,Archives,Supervisor,2
85281,Reading Room,Guard,5
85289,Entrance,Supervisor,4
85291,Reading Room,Guard,1
85294,Entrance,Guard,4
85299,Reading Room,Guard,4
85301,Archives,Supervisor,5
85303,Archives,Guard,2
85313,Entrance,Guard,4
85320,Archives,Guard,5
85328,Archives,Supervisor,3
85336,Reading Room,Supervisor,4
85337,Archives,Guard,5
85339,Entrance,Guard,4
85342,Entrance,Supervisor,3
85345,Archives,Supervisor,5
85350,Archives,Supervisor,1
85353,Archives,Supervisor,1
85355,Archives,Guard,2
85361,Archives,Supervisor,1
85374,Reading Room,Guard,3
85376,Entrance,Guard,3
85381,Reading Room,Supervisor,1
85384,Entrance,Supervisor,3
85386,Reading Room,Supervisor,4
85388,Archives,Guard,5
85389,Archives,Supervisor,3
85396,Reading Room,Guard,1
85397,Reading Room,Supervisor,4
85402,Reading Room,Guard,4
85403,Reading Room,Supervisor,3
85414,Reading Room,Guard,3
85427,Reading Room,Guard,2
85429,Entrance,Supervisor,4
85430,Archives,Guard,4
85440,Archives,Guard,2
85444,Entrance,Guard,4
85446,Reading Room,Supervisor,3
85451,Entrance,Guard,4
85465,Archives,Supervisor,5
85471,Reading Room,Supervisor,5
85475,Archives,Guard,2
85489,Entrance,Guard,5
85491,Reading Room,Supervisor,3
85492,Reading Room,Supervisor,2
85493,Entrance,Guard,1
85494,Entrance,Guard,5
85497,Reading Room,Supervisor,1
85508,Archives,Guard,1
85510,Reading Room,Guard,5
85520,Entrance,Supervisor,1
85530,Archives,Supervisor,3
85533,Reading Room,Guard,2
85541,Reading Room,Supervisor,3
85543,Archives,Guard,3
85544,Entrance,Supervisor,5
85550,Archives,Supervisor,4
85552,Entrance,Supervisor,4
85553,Archives,Supervisor,2
85554,Reading Room,Supervisor,5
85559,Entrance,Guard,2
85566,Reading Room,Supervisor,5
85569,Reading Room,Guard,2
85575,Reading Room,Guard,1
85578,Archives,Supervisor,3
85579,Entrance,Guard,2
85582,Entrance,Supervisor,4
85588,Reading Room,Guard,1
85592,Entrance,Supervisor,2
85602,Reading Room,Supervisor,2
85603,Archives,Supervisor,4
85605,Entrance,Supervisor,1
85615,Reading Room,Guard,4
85619,Reading Room,Guard,5
85620,Reading Room,Supervisor,1
85625,Archives,Guard,1
85634,Entrance,Supervisor,1
85637,Reading Room,Guard,3
85644,Reading Room,Guard,4
85648,Entrance,Guard,1
85649,Archives,Supervisor,1
85652,Entrance,Guard,3
85656,Entrance,Supervisor,4
85665,Entrance,Supervisor,5
85667,Entrance,Guard,4
85668,Reading Room,Guard,1
85677,Entrance,Supervisor,4
85684,Entrance,Supervisor,4
85694,Archives,Supervisor,3
85696,Reading Room,Guard,1
85719,Entrance,Guard,1
85726,Archives,Guard,2
85731,Reading Room,Guard,5
85738,Reading Room,Supervisor,2
85749,Archives,Supervisor,1
85752,Archives,Guard,1
85755,Entrance,Guard,2
85756,Reading Room,Supervisor,2
85759,Reading Room,Guard,3
85766,Reading Room,Supervisor,2
85781,Archives,Supervisor,4
85789,Reading Room,Supervisor,3
85791,Archives,Supervisor,4
85800,Entrance,Guard,2
85805,Reading Room,Guard,2
85816,Entrance,Guard,5
85821,Reading Room,Supervisor,2
85827,Entrance,Supervisor,4
85833,Reading Room,Supervisor,4
85835,Reading Room,Supervisor,3
85838,Reading Room,Supervisor,2
85839,Archives,Guard,5
85847,Entrance,Supervisor,2
85848,Archives,Supervisor,3
85850,Archives,Supervisor,2
85851,Entrance,Guard,3
85853,Archives,Supervisor,1
85862,Reading Room,Supervisor,4
85865,Reading Room,Supervisor,5
85873,Archives,Guard,3
85885,Entrance,Guard,5
85892,Entrance,Supervisor,5
85895,Entrance,Supervisor,3
85897,Reading Room,Supervisor,4
85899,Archives,Guard,3
85900,Archives,Supervisor,4
85903,Entrance,Guard,5
85906,Reading Room,Guard,5
85907,Reading Room,Guard,1
85911,Archives,Guard,1
85914,Reading Room,Supervisor,2
85927,Entrance,Supervisor,2
85928,Archives,Guard,4
85932,Entrance,Guard,1
85933,Reading Room,Supervisor,1
85938,Reading Room,Supervisor,4
85948,Entrance,Guard,4
85954,Archives,Supervisor,5
85955,Entrance,Guard,3
85961,Reading Room,Guard,3
85965,Reading Room,Supervisor,5
85968,Reading Room,Supervisor,1
85971,Archives,Guard,4
85975,Reading Room,Supervisor,3
85981,Reading Room,Supervisor,5
85982,Entrance,Guard,5
85986,Archives,Guard,2
85989,Entrance,Supervisor,4
85992,Reading Room,Guard,3
86018,Archives,Guard,4
86022,Entrance,Guard,5
86028,Reading Room,Supervisor,2
86029,Archives,Guard,1
86031,Entrance,Supervisor,1
86032,Reading Room,Supervisor,1
86040,Reading Room,Guard,4
86044,Entrance,Guard,2
86058,Reading Room,Supervisor,2
86059,Reading Room,Guard,5
86066,Archives,Guard,1
86075,Entrance,Supervisor,5
86076,Archives,Supervisor,3
86079,Reading Room,Guard,4
86087,Reading Room,Guard,4
86091,Entrance,Supervisor,2
86095,Archives,Supervisor,2
86101,Entrance,Supervisor,4
86109,Entrance,Supervisor,4
86110,Entrance,Supervisor,3
86113,Entrance,Guard,5
86116,Archives,Supervisor,2
86120,Archives,Supervisor,4
86124,Reading Room,Guard,5
86127,Entrance,Supervisor,4
86133,Archives,Supervisor,1
86154,Archives,Supervisor,4
86160,Reading Room,Guard,1
86162,Archives,Guard,4
86170,Archives,Supervisor,5
86173,Reading Room,Guard,3
86176,Entrance,Guard,2
