ID,Workstation,DeskNumber,Floor
104729,Workstation-91,Desk-83,2
104734,Workstation-22,Desk-142,5
104744,Workstation-91,Desk-134,4
104746,Workstation-21,Desk-86,5
104749,Workstation-46,Desk-8,5
104752,Workstation-17,Desk-57,5
104753,Workstation-86,Desk-144,4
104762,Workstation-20,Desk-8,1
104764,Workstation-92,Desk-65,3
104766,Workstation-93,Desk-81,3
104769,Workstation-79,Desk-40,1
104773,Workstation-77,Desk-113,2
104778,Workstation-22,Desk-143,5
104780,Workstation-76,Desk-90,1
104783,Workstation-10,Desk-74,1
104786,Workstation-50,Desk-136,1
104795,Workstation-7,Desk-142,2
104801,Workstation-86,Desk-131,3
104804,Workstation-88,Desk-71,2
104805,Workstation-88,Desk-134,5
104810,Workstation-92,Desk-9,4
104811,Workstation-37,Desk-97,1
104819,Workstation-42,Desk-59,2
104821,Workstation-14,Desk-1,1
104822,Workstation-2,Desk-127,3
104823,Workstation-90,Desk-128,4
104831,Workstation-99,Desk-21,1
104832,Workstation-87,Desk-17,5
104838,Workstation-5,Desk-144,3
104847,Workstation-25,Desk-78,4
104851,Workstation-52,Desk-142,4
104856,Workstation-29,Desk-23,3
104869,Workstation-80,Desk-74,2
104874,Workstation-60,Desk-30,2
104886,Workstation-92,Desk-21,1
104888,Workstation-84,Desk-63,3
104890,Workstation-78,Desk-41,2
104892,Workstation-8,Desk-135,5
104894,Workstation-71,Desk-7,1
104896,Workstation-19,Desk-116,1
104898,Workstation-63,Desk-38,3
104899,Workstation-7,Desk-93,2
104900,Workstation-40,Desk-81,3
104903,Workstation-74,Desk-66,4
104910,Workstation-82,Desk-67,4
104911,Workstation-66,Desk-133,1
104922,Workstation-35,Desk-3,4
104929,Workstation-3,Desk-49,3
104932,Workstation-58,Desk-58,1
104940,Workstation-37,Desk-138,4
104946,Workstation-2,Desk-5,1
104949,Workstation-27,Desk-136,5
104951,Workstation-77,Desk-101,2
104954,Workstation-31,Desk-135,2
104955,Workstation-23,Desk-107,1
104956,Workstation-5,Desk-129,3
104961,Workstation-56,Desk-34,4
104968,Workstation-5,Desk-65,4
104976,Workstation-23,Desk-125,5
104984,Workstation-78,Desk-99,5
104985,Workstation-54,Desk-120,4
104998,Workstation-42,Desk-75,2
105001,Workstation-6,Desk-17,4
105006,Workstation-82,Desk-127,3
105017,Workstation-24,Desk-71,3
105034,Workstation-77,Desk-94,3
105036,Workstation-96,Desk-143,1
105037,Workstation-96,Desk-40,3
105040,Workstation-87,Desk-116,3
105041,Workstation-76,Desk-81,4
105044,Workstation-93,Desk-5,5
105045,Workstation-88,Desk-112,5
105050,Workstation-28,Desk-49,3
105053,Workstation-76,Desk-91,3
105054,Workstation-84,Desk-91,4
105058,Workstation-8,Desk-39,4
105061,Workstation-84,Desk-105,5
105062,Workstation-86,Desk-95,2
105066,Workstation-70,Desk-127,5
105067,Workstation-19,Desk-83,4
105068,Workstation-76,Desk-77,2
105084,Workstation-98,Desk-120,5
105088,Workstation-19,Desk-45,3
105093,Workstation-12,Desk-120,5
105096,Workstation-89,Desk-20,2
105097,Workstation-40,Desk-8,5
105102,Workstation-37,Desk-72,1
105105,Workstation-40,Desk-26,3
105107,Workstation-18,Desk-63,1
105113,Workstation-13,Desk-83,3
105118,Workstation-77,Desk-146,3
105120,Workstation-80,Desk-108,2
105125,Workstation-33,Desk-104,4
105129,Workstation-42,Desk-133,1
105142,Workstation-30,Desk-33,2
105155,Workstation-87,Desk-48,3
105163,Workstation-11,Desk-9,4
105172,Workstation-87,Desk-51,1
105177,Workstation-46,Desk-122,5
105179,Workstation-30,Desk-81,4
105191,Workstation-62,Desk-35,2
105192,Workstation-7,Desk-56,3
105193,Workstation-6,Desk-76,5
105195,Workstation-92,Desk-69,1
105207,Workstation-22,Desk-61,2
105208,Workstation-14,Desk-102,5
105219,Workstation-8,Desk-78,1
105220,Workstation-94,Desk-62,5
105227,Workstation-27,Desk-99,3
105229,Workstation-80,Desk-94,2
105230,Workstation-19,Desk-113,2
105241,Workstation-4,Desk-40,2
105243,Workstation-59,Desk-45,4
105246,Workstation-31,Desk-144,3
105247,Workstation-90,Desk-27,1
105259,Workstation-18,Desk-98,1
105260,Workstation-9,Desk-11,3
105263,Workstation-28,Desk-118,4
105270,Workstation-38,Desk-149,2
105273,Workstation-16,Desk-70,1
105274,Workstation-25,Desk-136,2
105298,Workstation-43,Desk-29,5
105300,Workstation-62,Desk-145,3
105307,Workstation-60,Desk-57,5
105316,Workstation-84,Desk-6,2
105336,Workstation-29,Desk-54,1
105339,Workstation-86,Desk-96,1
105340,Workstation-50,Desk-62,2
105342,Workstation-18,Desk-137,5
105343,Workstation-32,Desk-68,4
105345,Workstation-75,Desk-129,5
105354,Workstation-13,Desk-14,5
105366,Workstation-100,Desk-111,3
105368,Workstation-2,Desk-52,2
105371,Workstation-67,Desk-19,1
105384,Workstation-96,Desk-88,5
105400,Workstation-94,Desk-42,1
105403,Workstation-65,Desk-34,5
105406,Workstation-23,Desk-39,3
105408,Workstation-12,Desk-78,2
105414,Workstation-35,Desk-27,3
105416,Workstation-82,Desk-22,2
105419,Workstation-23,Desk-69,2
105423,Workstation-43,Desk-17,2
105431,Workstation-17,Desk-127,4
105439,Workstation-39,Desk-145,3
105443,Workstation-52,Desk-92,3
105451,Workstation-67,Desk-96,5
105452,Workstation-14,Desk-109,4
105455,Workstation-69,Desk-25,3
105462,Workstation-57,Desk-133,2
105481,Workstation-86,Desk-147,1
105482,Workstation-81,Desk-148,2
105487,Workstation-89,Desk-55,4
105488,Workstation-6,Desk-64,2
105495,Workstation-64,Desk-119,2
105498,Workstation-51,Desk-17,5
105500,Workstation-11,Desk-134,5
105506,Workstation-94,Desk-79,5
105510,Workstation-19,Desk-21,4
105515,Workstation-73,Desk-126,3
105517,Workstation-28,Desk-17,1
105531,Workstation-91,Desk-16,1
105541,Workstation-89,Desk-56,5
105543,Workstation-2,Desk-38,5
105548,Workstation-1,Desk-12,5
105555,Workstation-64,Desk-112,3
105556,Workstation-11,Desk-133,3
105563,Workstation-8,Desk-102,4
105564,Workstation-17,Desk-5,3
105568,Workstation-88,Desk-2,5
105575,Workstation-50,Desk-104,5
105582,Workstation-23,Desk-100,3
105584,Workstation-34,Desk-9,5
105586,Workstation-7,Desk-97,1
105590,Workstation-87,Desk-7,2
105593,Workstation-7,Desk-76,3
105602,Workstation-27,Desk-101,1
105604,Workstation-62,Desk-110,3
105605,Workstation-80,Desk-7,3
105609,Workstation-66,Desk-21,1
105621,Workstation-56,Desk-94,3
105625,Workstation-66,Desk-59,4
105637,Workstation-21,Desk-75,4
105640,Workstation-37,Desk-14,4
105644,Workstation-5,Desk-57,2
105651,Workstation-79,Desk-28,4
105657,Workstation-36,Desk-115,2
105661,Workstation-97,Desk-106,1
105662,Workstation-74,Desk-84,4
105671,Workstation-67,Desk-135,2
105672,Workstation-23,Desk-88,4
105674,Workstation-30,Desk-74,2
105675,Workstation-25,Desk-98,4
105685,Workstation-46,Desk-56,3
105688,Workstation-29,Desk-26,1
105690,Workstation-1,Desk-30,5
105702,Workstation-44,Desk-6,2
105705,Workstation-77,Desk-134,3
105718,Workstation-79,Desk-30,1
105721,Workstation-79,Desk-94,1
105722,Workstation-80,Desk-94,1
105731,Workstation-60,Desk-57,3
105735,Workstation-16,Desk-96,1
105740,Workstation-6,Desk-55,5
105741,Workstation-80,Desk-135,5
105746,Workstation-26,Desk-84,3
105749,Workstation-75,Desk-45,4
105750,Workstation-91,Desk-97,4
105755,Workstation-65,Desk-3,5
105756,Workstation-5,Desk-69,1
105760,Workstation-28,Desk-72,4
105765,Workstation-10,Desk-32,3
105769,Workstation-15,Desk-11,1
105770,Workstation-75,Desk-139,3
105773,Workstation-52,Desk-35,4
105778,Workstation-91,Desk-72,1
105780,Workstation-63,Desk-41,2
105782,Workstation-3,Desk-71,5
105785,Workstation-45,Desk-45,2
105794,Workstation-82,Desk-77,2
105796,Workstation-36,Desk-60,2
105804,Workstation-46,Desk-82,3
105810,Workstation-85,Desk-60,5
105811,Workstation-91,Desk-80,3
105818,Workstation-54,Desk-56,2
105825,Workstation-23,Desk-113,3
105830,Workstation-30,Desk-71,2
105837,Workstation-77,Desk-110,3
105851,Workstation-84,Desk-99,3
105853,Workstation-23,Desk-80,2
105857,Workstation-88,Desk-52,2
105858,Workstation-47,Desk-116,5
105864,Workstation-81,Desk-126,1
105865,Workstation-94,Desk-112,3
105867,Workstation-10,Desk-58,5
105868,Workstation-10,Desk-122,1
105869,Workstation-75,Desk-34,5
105872,Workstation-92,Desk-27,1
105874,Workstation-15,Desk-81,3
105894,Workstation-94,Desk-109,4
105896,Workstation-100,Desk-45,5
105897,Workstation-25,Desk-59,2
105898,Workstation-98,Desk-59,2
105899,Workstation-42,Desk-15,4
105905,Workstation-2,Desk-15,3
105909,Workstation-67,Desk-105,2
105917,Workstation-8,Desk-22,4
105919,Workstation-80,Desk-67,1
105920,Workstation-67,Desk-59,1
105921,Workstation-94,Desk-103,1
105927,Workstation-12,Desk-55,1
105932,Workstation-9,Desk-57,1
105941,Workstation-31,Desk-28,3
105946,Workstation-55,Desk-76,4
105951,Workstation-73,Desk-76,1
105957,Workstation-47,Desk-45,3
105959,Workstation-66,Desk-91,3
105962,Workstation-33,Desk-54,4
105970,Workstation-92,Desk-131,5
105971,Workstation-58,Desk-70,4
105992,Workstation-61,Desk-33,4
105993,Workstation-4,Desk-53,4
105998,Workstation-60,Desk-44,5
105999,Workstation-42,Desk-74,3
106001,Workstation-81,Desk-115,5
106003,Workstation-43,Desk-16,5
106013,Workstation-89,Desk-89,5
106015,Workstation-10,Desk-26,5
106017,Workstation-61,Desk-59,3
106019,Workstation-96,Desk-146,2
106026,Workstation-80,Desk-56,5
106028,Workstation-3,Desk-131,1
106036,Workstation-51,Desk-72,4
106039,Workstation-62,Desk-131,3
106043,Workstation-31,Desk-33,2
106047,Workstation-57,Desk-59,2
106048,Workstation-39,Desk-53,2
106056,Workstation-15,Desk-89,2
106059,Workstation-44,Desk-32,3
106063,Workstation-29,Desk-28,4
106068,Workstation-84,Desk-72,1
106071,Workstation-21,Desk-139,5
106073,Workstation-32,Desk-129,4
106074,Workstation-14,Desk-92,5
106079,Workstation-5,Desk-145,2
106081,Workstation-55,Desk-138,1
106082,Workstation-37,Desk-66,4
106083,Workstation-70,Desk-65,2
106090,Workstation-59,Desk-72,2
106093,Workstation-85,Desk-3,2
106099,Workstation-94,Desk-85,5
106104,Workstation-67,Desk-117,3
106113,Workstation-18,Desk-136,1
106119,Workstation-97,Desk-110,5
106124,Workstation-80,Desk-57,5
106129,Workstation-49,Desk-5,3
106132,Workstation-9,Desk-36,4
106136,Workstation-65,Desk-107,4
106140,Workstation-10,Desk-96,3
106147,Workstation-8,Desk-128,1
106154,Workstation-41,Desk-65,1
106160,Workstation-76,Desk-40,5
106164,Workstation-89,Desk-150,2
106180,Workstation-98,Desk-146,4
106193,Workstation-35,Desk-122,3
106208,Workstation-100,Desk-102,3
106209,Workstation-67,Desk-80,4
106213,Workstation-6,Desk-67,5
106218,Workstation-15,Desk-145,2
106220,Workstation-21,Desk-106,5
106223,Workstation-86,Desk-53,5
106225,Workstation-96,Desk-18,4
106228,Workstation-6,Desk-40,2
106241,Workstation-73,Desk-51,3
106242,Workstation-20,Desk-43,1
106262,Workstation-44,Desk-85,4
106264,Workstation-37,Desk-43,1
106269,Workstation-4,Desk-92,5
106274,Workstation-88,Desk-41,3
106275,Workstation-78,Desk-37,3
106277,Workstation-10,Desk-67,3
106282,Workstation-58,Desk-13,2
106283,Workstation-31,Desk-40,3
106285,Workstation-28,Desk-78,2
106290,Workstation-77,Desk-105,2
106292,Workstation-20,Desk-39,4
106298,Workstation-85,Desk-138,2
106304,Workstation-16,Desk-49,4
106307,Workstation-12,Desk-117,4
106315,Workstation-10,Desk-131,4
106318,Workstation-33,Desk-150,2
106330,Workstation-43,Desk-88,1
106343,Workstation-96,Desk-94,2
106347,Workstation-37,Desk-3,4
106356,Workstation-95,Desk-3,3
106362,Workstation-74,Desk-3,1
106367,Workstation-65,Desk-126,4
106383,Workstation-73,Desk-114,5
106385,Workstation-2,Desk-99,3
106390,Workstation-96,Desk-10,5
106396,Workstation-68,Desk-50,3
106403,Workstation-10,Desk-130,1
106409,Workstation-46,Desk-19,2
106416,Workstation-36,Desk-96,3
106417,Workstation-39,Desk-40,5
106421,Workstation-81,Desk-16,5
106431,Workstation-45,Desk-76,3
106440,Workstation-58,Desk-101,3
106443,Workstation-44,Desk-34,5
106446,Workstation-15,Desk-23,3
106451,Workstation-64,Desk-93,1
106452,Workstation-39,Desk-2,5
106455,Workstation-100,Desk-79,2
106457,Workstation-79,Desk-142,2
106459,Workstation-30,Desk-54,3
106462,Workstation-37,Desk-98,1
106467,Workstation-43,Desk-106,4
106468,Workstation-30,Desk-3,3
106481,Workstation-51,Desk-5,5
106488,Workstation-83,Desk-143,3
106489,Workstation-56,Desk-111,5
106491,Workstation-27,Desk-10,3
106493,Workstation-9,Desk-85,1
106495,Workstation-34,Desk-80,3
106496,Workstation-13,Desk-140,2
106500,Workstation-51,Desk-42,4
106501,Workstation-49,Desk-110,5
106511,Workstation-74,Desk-120,4
106512,Workstation-18,Desk-65,2
106515,Workstation-5,Desk-115,3
106518,Workstation-58,Desk-8,5
106519,Workstation-66,Desk-129,4
106529,Workstation-88,Desk-15,4
106531,Workstation-59,Desk-71,3
106533,Workstation-27,Desk-69,4
106535,Workstation-55,Desk-23,5
106540,Workstation-38,Desk-136,4
106545,Workstation-20,Desk-103,2
106548,Workstation-47,Desk-2,5
106554,Workstation-33,Desk-119,5
106556,Workstation-1,Desk-93,4
106572,Workstation-78,Desk-125,2
106574,Workstation-8,Desk-3,4
106583,Workstation-4,Desk-111,1
106585,Workstation-81,Desk-110,2
106591,Workstation-81,Desk-59,3
106593,Workstation-80,Desk-66,2
106594,Workstation-59,Desk-62,2
106597,Workstation-86,Desk-31,3
106601,Workstation-41,Desk-112,1
106602,Workstation-18,Desk-98,2
106603,Workstation-82,Desk-105,2
106604,Workstation-35,Desk-113,4
106612,Workstation-4,Desk-124,2
106623,Workstation-45,Desk-137,2
106624,Workstation-18,Desk-94,1
106635,Workstation-40,Desk-54,2
106636,Workstation-46,Desk-142,5
106654,Workstation-86,Desk-126,3
106663,Workstation-15,Desk-118,4
106664,Workstation-77,Desk-88,3
106666,Workstation-23,Desk-117,5
106681,Workstation-69,Desk-81,4
106686,Workstation-77,Desk-107,4
106692,Workstation-14,Desk-54,4
106699,Workstation-80,Desk-115,3
106701,Workstation-54,Desk-129,4
106704,Workstation-91,Desk-83,4
106705,Workstation-23,Desk-107,4
106707,Workstation-65,Desk-147,2
106711,Workstation-96,Desk-142,1
106712,Workstation-9,Desk-42,3
106721,Workstation-3,Desk-7,3
106723,Workstation-74,Desk-91,3
106724,Workstation-8,Desk-95,1
106726,Workstation-22,Desk-50,3
106743,Workstation-64,Desk-39,4
106744,Workstation-3,Desk-132,5
106749,Workstation-72,Desk-27,4
106752,Workstation-85,Desk-62,4
106758,Workstation-14,Desk-38,1
106762,Workstation-65,Desk-18,3
106768,Workstation-48,Desk-60,5
106769,Workstation-25,Desk-26,4
106772,Workstation-100,Desk-56,2
106774,Workstation-3,Desk-145,5
106775,Workstation-98,Desk-64,1
106779,Workstation-80,Desk-74,1
106784,Workstation-92,Desk-80,3
106785,Workstation-18,Desk-60,3
106796,Workstation-23,Desk-60,1
106797,Workstation-29,Desk-25,1
106799,Workstation-19,Desk-49,1
106815,Workstation-41,Desk-95,3
106821,Workstation-67,Desk-4,4
106825,Workstation-33,Desk-114,3
106831,Workstation-23,Desk-67,5
106832,Workstation-54,Desk-52,5
106837,Workstation-76,Desk-15,4
106844,Workstation-97,Desk-92,5
106845,Workstation-59,Desk-66,4
106848,Workstation-12,Desk-44,2
106849,Workstation-75,Desk-43,3
106850,Workstation-77,Desk-142,1
106854,Workstation-30,Desk-91,5
106860,Workstation-58,Desk-49,4
106862,Workstation-42,Desk-60,2
106869,Workstation-27,Desk-18,1
106871,Workstation-51,Desk-58,5
106874,Workstation-24,Desk-9,1
106875,Workstation-44,Desk-36,3
106881,Workstation-51,Desk-115,5
106882,Workstation-54,Desk-76,3
106885,Workstation-39,Desk-57,3
106888,Workstation-22,Desk-27,1
106890,Workstation-65,Desk-105,5
106893,Workstation-76,Desk-4,1
106894,Workstation-58,Desk-73,5
106911,Workstation-91,Desk-127,2
106920,Workstation-8,Desk-94,2
106922,Workstation-43,Desk-79,4
106927,Workstation-9,Desk-95,1
106937,Workstation-6,Desk-47,5
106965,Workstation-2,Desk-71,3
106968,Workstation-21,Desk-6,1
106971,Workstation-55,Desk-42,1
106975,Workstation-33,Desk-32,3
106987,Workstation-65,Desk-89,1
106991,Workstation-94,Desk-22,3
106992,Workstation-61,Desk-57,4
106993,Workstation-15,Desk-82,2
106994,Workstation-61,Desk-31,4
107007,Workstation-66,Desk-104,4
107010,Workstation-98,Desk-53,1
107013,Workstation-32,Desk-136,4
107019,Workstation-79,Desk-34,2
107021,Workstation-5,Desk-143,1
107022,Workstation-93,Desk-55,5
107024,Workstation-87,Desk-122,3
107036,Workstation-77,Desk-124,1
107039,Workstation-58,Desk-121,4
107043,Workstation-49,Desk-61,4
107058,Workstation-82,Desk-93,5
107062,Workstation-65,Desk-136,5
107067,Workstation-40,Desk-123,2
107070,Workstation-11,Desk-100,5
107080,Workstation-10,Desk-148,3
107088,Workstation-82,Desk-96,3
107091,Workstation-45,Desk-102,5
107113,Workstation-73,Desk-64,2
107114,Workstation-94,Desk-9,5
107117,Workstation-12,Desk-146,4
107126,Workstation-32,Desk-146,4
107134,Workstation-16,Desk-94,4
107135,Workstation-26,Desk-123,2
107136,Workstation-78,Desk-8,2
107141,Workstation-70,Desk-92,1
107144,Workstation-75,Desk-90,5
107154,Workstation-12,Desk-43,4
107157,Workstation-52,Desk-101,4
107164,Workstation-51,Desk-120,5
107173,Workstation-72,Desk-62,4
107176,Workstation-90,Desk-62,3
107182,Workstation-22,Desk-57,3
107197,Workstation-66,Desk-80,4
107204,Workstation-45,Desk-48,2
107226,Workstation-94,Desk-64,4
107235,Workstation-78,Desk-107,3
107242,Workstation-93,Desk-40,5
107255,Workstation-71,Desk-116,1
107259,Workstation-31,Desk-51,4
107270,Workstation-98,Desk-131,2
107271,Workstation-42,Desk-21,1
107275,Workstation-52,Desk-49,3
107276,Workstation-46,Desk-41,4
107277,Workstation-24,Desk-82,4
107280,Workstation-60,Desk-107,4
107284,Workstation-47,Desk-68,3
107286,Workstation-1,Desk-143,3
107287,Workstation-23,Desk-132,1
107288,Workstation-49,Desk-111,3
107307,Workstation-97,Desk-139,3
107308,Workstation-95,Desk-141,2
107314,Workstation-69,Desk-148,2
107315,Workstation-30,Desk-74,3
107323,Workstation-55,Desk-19,5
107336,Workstation-14,Desk-6,4
107340,Workstation-6,Desk-89,1
107347,Workstation-69,Desk-6,1
107349,Workstation-73,Desk-44,5
107365,Workstation-59,Desk-18,5
107366,Workstation-23,Desk-81,4
107381,Workstation-100,Desk-19,5
107387,Workstation-52,Desk-120,3
107388,Workstation-95,Desk-43,4
107393,Workstation-37,Desk-101,5
107407,Workstation-19,Desk-44,2
107416,Workstation-15,Desk-35,4
107419,Workstation-71,Desk-73,3
107423,Workstation-12,Desk-139,3
107435,Workstation-4,Desk-23,5
107436,Workstation-3,Desk-135,5
107439,Workstation-58,Desk-143,3
107455,Workstation-60,Desk-11,5
107457,Workstation-76,Desk-135,5
107458,Workstation-12,Desk-22,1
107463,Workstation-4,Desk-23,2
107464,Workstation-80,Desk-144,3
107467,Workstation-62,Desk-140,5
107470,Workstation-81,Desk-32,1
107479,Workstation-94,Desk-44,4
107484,Workstation-28,Desk-125,2
107499,Workstation-67,Desk-126,4
107504,Workstation-70,Desk-37,5
107507,Workstation-50,Desk-90,1
107514,Workstation-29,Desk-109,4
107516,Workstation-90,Desk-6,5
107524,Workstation-1,Desk-5,5
107528,Workstation-10,Desk-34,3
107529,Workstation-35,Desk-86,1
107531,Workstation-19,Desk-137,4
107537,Workstation-2,Desk-81,1
107546,Workstation-5,Desk-69,2
107560,Workstation-22,Desk-139,5
107563,Workstation-16,Desk-43,1
107571,Workstation-52,Desk-8,5
107575,Workstation-87,Desk-103,4
107580,Workstation-99,Desk-83,3
107581,Workstation-23,Desk-84,5
107582,Workstation-21,Desk-117,4
107583,Workstation-3,Desk-116,5
107585,Workstation-34,Desk-132,5
107602,Workstation-55,Desk-145,1
107607,Workstation-56,Desk-83,3
107609,Workstation-47,Desk-72,3
107610,Workstation-54,Desk-14,3
107617,Workstation-15,Desk-117,5
107618,Workstation-27,Desk-111,3
107620,Workstation-89,Desk-5,3
107621,Workstation-57,Desk-106,1
107622,Workstation-85,Desk-32,2
107631,Workstation-54,Desk-92,3
107635,Workstation-31,Desk-125,3
107636,Workstation-96,Desk-115,2
107642,Workstation-31,Desk-103,4
107652,Workstation-53,Desk-28,5
107663,Workstation-18,Desk-122,4
107664,Workstation-60,Desk-106,5
107665,Workstation-22,Desk-112,2
107666,Workstation-55,Desk-88,4
107677,Workstation-11,Desk-58,4
107684,Workstation-96,Desk-33,4
107685,Workstation-52,Desk-44,2
107686,Workstation-10,Desk-34,4
107690,Workstation-46,Desk-23,5
107701,Workstation-22,Desk-15,1
107702,Workstation-32,Desk-26,2
107703,Workstation-44,Desk-83,1
107709,Workstation-31,Desk-61,2
107724,Workstation-47,Desk-59,4
107734,Workstation-25,Desk-55,5
107736,Workstation-65,Desk-135,5
107741,Workstation-86,Desk-145,2
107742,Workstation-92,Desk-65,5
107744,Workstation-47,Desk-126,5
107747,Workstation-17,Desk-52,4
107750,Workstation-23,Desk-18,4
107756,Workstation-65,Desk-27,4
107759,Workstation-88,Desk-117,4
107761,Workstation-80,Desk-36,2
107762,Workstation-71,Desk-100,3
107767,Workstation-42,Desk-128,4
107768,Workstation-63,Desk-64,4
107777,Workstation-95,Desk-31,5
107792,Workstation-63,Desk-34,2
107793,Workstation-96,Desk-29,3
107796,Workstation-80,Desk-127,3
107800,Workstation-74,Desk-29,2
107803,Workstation-40,Desk-102,1
107807,Workstation-76,Desk-59,2
107814,Workstation-94,Desk-41,2
107816,Workstation-60,Desk-71,4
107820,Workstation-42,Desk-149,1
107822,Workstation-72,Desk-143,5
107829,Workstation-58,Desk-138,3
107831,Workstation-51,Desk-66,4
107838,Workstation-83,Desk-84,2
107839,Workstation-34,Desk-140,5
107840,Workstation-93,Desk-123,4
107842,Workstation-46,Desk-40,5
107854,Workstation-45,Desk-46,3
107856,Workstation-92,Desk-137,2
107860,Workstation-23,Desk-27,2
107865,Workstation-37,Desk-118,1
107867,Workstation-6,Desk-83,5
107876,Workstation-39,Desk-29,5
107877,Workstation-12,Desk-39,1
107880,Workstation-76,Desk-43,4
107890,Workstation-9,Desk-68,4
107891,Workstation-82,Desk-123,1
107895,Workstation-17,Desk-42,1
107899,Workstation-13,Desk-31,4
107901,Workstation-10,Desk-79,2
107906,Workstation-26,Desk-139,5
107908,Workstation-27,Desk-129,5
107913,Workstation-100,Desk-47,5
107924,Workstation-90,Desk-130,3
107938,Workstation-12,Desk-58,4
107940,Workstation-54,Desk-137,2
107943,Workstation-10,Desk-93,4
107955,Workstation-55,Desk-81,1
107956,Workstation-29,Desk-51,3
107959,Workstation-48,Desk-97,5
107960,Workstation-44,Desk-96,3
107961,Workstation-85,Desk-123,3
107968,Workstation-30,Desk-75,5
107975,Workstation-95,Desk-26,1
107978,Workstation-53,Desk-45,4
107979,Workstation-42,Desk-70,4
107983,Workstation-46,Desk-54,1
107986,Workstation-30,Desk-29,5
107990,Workstation-5,Desk-16,5
107993,Workstation-59,Desk-86,4
107997,Workstation-26,Desk-131,1
108004,Workstation-28,Desk-115,3
108014,Workstation-89,Desk-17,2
108017,Workstation-86,Desk-29,1
108020,Workstation-82,Desk-51,1
108024,Workstation-71,Desk-108,2
108025,Workstation-62,Desk-54,1
108026,Workstation-49,Desk-18,5
108027,Workstation-86,Desk-133,3
108029,Workstation-54,Desk-47,5
108031,Workstation-38,Desk-85,5
108032,Workstation-28,Desk-42,3
108038,Workstation-41,Desk-128,1
108042,Workstation-26,Desk-130,5
108049,Workstation-47,Desk-142,3
108050,Workstation-62,Desk-100,1
108067,Workstation-61,Desk-97,3
108069,Workstation-43,Desk-119,2
108070,Workstation-92,Desk-15,3
108076,Workstation-75,Desk-2,1
108088,Workstation-36,Desk-138,5
108090,Workstation-91,Desk-77,5
108095,Workstation-29,Desk-4,2
108110,Workstation-51,Desk-141,3
108114,Workstation-12,Desk-7,3
108115,Workstation-87,Desk-43,2
108116,Workstation-68,Desk-39,3
108125,Workstation-94,Desk-105,2
108128,Workstation-20,Desk-49,3
108138,Workstation-18,Desk-149,4
108141,Workstation-50,Desk-108,5
108153,Workstation-5,Desk-137,4
108156,Workstation-76,Desk-44,2
108157,Workstation-41,Desk-110,5
108160,Workstation-82,Desk-58,3
108179,Workstation-16,Desk-63,3
108180,Workstation-29,Desk-57,2
108183,Workstation-60,Desk-58,1
108195,Workstation-86,Desk-64,4
108196,Workstation-94,Desk-81,3
108207,Workstation-94,Desk-110,1
108221,Workstation-19,Desk-149,5
108232,Workstation-17,Desk-110,5
108248,Workstation-95,Desk-20,1
108249,Workstation-28,Desk-88,2
108252,Workstation-13,Desk-125,2
108263,Workstation-8,Desk-97,2
108266,Workstation-39,Desk-11,5
108268,Workstation-21,Desk-131,3
108283,Workstation-37,Desk-32,2
108291,Workstation-44,Desk-53,3
108296,Workstation-73,Desk-126,4
108301,Workstation-41,Desk-148,4
108303,Workstation-37,Desk-122,3
108307,Workstation-16,Desk-96,2
108318,Workstation-92,Desk-81,1
108328,Workstation-74,Desk-96,4
108331,Workstation-74,Desk-109,2
108332,Workstation-32,Desk-3,4
108335,Workstation-1,Desk-134,1
108339,Workstation-49,Desk-62,3
108351,Workstation-5,Desk-73,1
108372,Workstation-94,Desk-118,3
108385,Workstation-78,Desk-117,4
108387,Workstation-91,Desk-84,4
108389,Workstation-16,Desk-9,2
108393,Workstation-18,Desk-145,3
108399,Workstation-7,Desk-48,1
108408,Workstation-38,Desk-46,3
108422,Workstation-41,Desk-29,4
108427,Workstation-35,Desk-139,2
108433,Workstation-66,Desk-1,2
108441,Workstation-28,Desk-112,2
108444,Workstation-57,Desk-85,3
108445,Workstation-29,Desk-141,3
108450,Workstation-67,Desk-85,3
108452,Workstation-76,Desk-117,4
108456,Workstation-11,Desk-11,1
108457,Workstation-93,Desk-51,2
108462,Workstation-69,Desk-84,1
108465,Workstation-64,Desk-127,3
108469,Workstation-59,Desk-98,3
108477,Workstation-32,Desk-22,5
108484,Workstation-92,Desk-13,1
108485,Workstation-17,Desk-98,3
108490,Workstation-17,Desk-49,2
108494,Workstation-61,Desk-5,2
108495,Workstation-49,Desk-88,4
108503,Workstation-83,Desk-45,5
108509,Workstation-27,Desk-135,3
108513,Workstation-48,Desk-146,2
108516,Workstation-28,Desk-29,1
108524,Workstation-64,Desk-61,1
108530,Workstation-96,Desk-100,4
108531,Workstation-35,Desk-54,2
108536,Workstation-89,Desk-66,2
108544,Workstation-88,Desk-127,2
108547,Workstation-83,Desk-113,5
108550,Workstation-14,Desk-108,4
108557,Workstation-37,Desk-65,1
108563,Workstation-47,Desk-53,4
108564,Workstation-72,Desk-139,2
108566,Workstation-95,Desk-145,1
108571,Workstation-10,Desk-115,2
108572,Workstation-5,Desk-9,1
108580,Workstation-9,Desk-20,4
108581,Workstation-60,Desk-134,2
108583,Workstation-90,Desk-138,3
108586,Workstation-94,Desk-85,1
108589,Workstation-82,Desk-117,3
108590,Workstation-30,Desk-52,2
108591,Workstation-49,Desk-71,4
