MarketerID,Platform,Username,FollowerCount,TargetAudience
92992,facebook,user_18418,13032,News Readers
92994,linkedin,user_18419,48549,Tech Enthusiasts
93002,facebook,user_18420,11730,Health Enthusiasts
93014,instagram,user_18421,41964,News Readers
93038,linkedin,user_18422,38144,Teenagers
93039,x,user_18423,34974,Tech Enthusiasts
93045,instagram,user_18424,38637,Health Enthusiasts
93057,x,user_18425,42153,Fashion Lovers
93059,pinterest,user_18426,25542,Teenagers
93065,linkedin,user_18427,6837,Tech Enthusiasts
93066,x,user_18428,28646,Business Professionals
93068,x,user_18429,26019,Gen Z
93081,linkedin,user_18430,27159,Tech Enthusiasts
93091,linkedin,user_18431,25381,Health Enthusiasts
93092,linkedin,user_18432,37437,Health Enthusiasts
93096,instagram,user_18433,42434,Teenagers
93100,instagram,user_18434,30094,Gen Z
93107,pinterest,user_18435,10807,Business Professionals
93109,instagram,user_18436,46381,Fashion Lovers
93116,instagram,user_18437,5943,Tech Enthusiasts
93118,facebook,user_18438,1194,Health Enthusiasts
93119,pinterest,user_18439,11738,Gen Z
93124,linkedin,user_18440,18953,Gen Z
93126,x,user_18441,34992,Tech Enthusiasts
93129,linkedin,user_18442,12504,Fashion Lovers
93130,pinterest,user_18443,15836,Tech Enthusiasts
93132,linkedin,user_18444,40351,Teenagers
93133,pinterest,user_18445,12258,Foodies
93137,instagram,user_18446,47275,Business Professionals
93147,linkedin,user_18447,49854,News Readers
93154,x,user_18448,16602,Health Enthusiasts
93158,facebook,user_18449,44813,Gen Z
93161,pinterest,user_18450,21903,Fitness Buffs
93169,facebook,user_18451,34701,Gen Z
93171,pinterest,user_18452,6663,Business Professionals
93175,x,user_18453,23543,Tech Enthusiasts
93179,linkedin,user_18454,33634,Foodies
93185,linkedin,user_18455,20815,Foodies
93187,x,user_18456,13075,Fashion Lovers
93191,x,user_18457,5031,Fitness Buffs
93199,linkedin,user_18458,41647,Fitness Buffs
93206,x,user_18459,27801,Health Enthusiasts
93224,x,user_18460,42802,Teenagers
93226,instagram,user_18461,44479,Fitness Buffs
93232,pinterest,user_18462,44668,Business Professionals
93237,linkedin,user_18463,27120,Gen Z
93244,linkedin,user_18464,47554,Gen Z
93252,facebook,user_18465,46328,Fashion Lovers
93255,linkedin,user_18466,15531,Gen Z
93256,facebook,user_18467,31491,News Readers
93257,instagram,user_18468,8232,News Readers
93262,instagram,user_18469,13363,Foodies
93268,instagram,user_18470,25393,Tech Enthusiasts
93271,instagram,user_18471,23689,Health Enthusiasts
93285,pinterest,user_18472,48837,News Readers
93302,pinterest,user_18473,11931,Fitness Buffs
93303,x,user_18474,31007,Teenagers
93321,facebook,user_18475,15227,Teenagers
93323,linkedin,user_18476,41045,News Readers
93324,x,user_18477,13948,News Readers
93328,facebook,user_18478,9128,News Readers
93331,linkedin,user_18479,6416,Teenagers
93343,pinterest,user_18480,42570,Tech Enthusiasts
93345,instagram,user_18481,18538,Fashion Lovers
93351,facebook,user_18482,36187,Health Enthusiasts
93363,facebook,user_18483,1769,Tech Enthusiasts
93364,linkedin,user_18484,8086,Tech Enthusiasts
93371,instagram,user_18485,43563,Fashion Lovers
93375,x,user_18486,14592,Gen Z
93378,x,user_18487,20144,News Readers
93386,instagram,user_18488,39520,Fashion Lovers
93387,x,user_18489,49715,Business Professionals
93388,facebook,user_18490,47525,Teenagers
93394,facebook,user_18491,32922,Fitness Buffs
93401,x,user_18492,42603,Business Professionals
93405,x,user_18493,30321,News Readers
93407,linkedin,user_18494,32887,Fashion Lovers
93409,x,user_18495,13320,Fitness Buffs
93410,instagram,user_18496,12517,Business Professionals
93421,pinterest,user_18497,10917,Teenagers
93426,x,user_18498,48787,Fitness Buffs
93428,instagram,user_18499,1197,Health Enthusiasts
93440,linkedin,user_18500,18727,Tech Enthusiasts
93443,x,user_18501,20467,Foodies
93445,pinterest,user_18502,16234,Teenagers
93453,x,user_18503,41183,Teenagers
93455,instagram,user_18504,24180,Tech Enthusiasts
93459,pinterest,user_18505,39621,News Readers
93461,linkedin,user_18506,14063,Business Professionals
93462,facebook,user_18507,34923,Teenagers
93464,facebook,user_18508,32301,News Readers
93467,linkedin,user_18509,4196,Fashion Lovers
93468,pinterest,user_18510,40941,News Readers
93470,instagram,user_18511,9371,Foodies
93475,facebook,user_18512,48467,Fashion Lovers
93480,instagram,user_18513,12859,Fashion Lovers
93483,facebook,user_18514,29164,News Readers
93493,facebook,user_18515,31630,Gen Z
93496,facebook,user_18516,33459,Teenagers
93499,pinterest,user_18517,42390,Foodies
93507,instagram,user_18518,11005,Fitness Buffs
93517,pinterest,user_18519,35127,Tech Enthusiasts
93524,instagram,user_18520,27108,Fitness Buffs
93526,x,user_18521,8315,News Readers
93529,pinterest,user_18522,18206,Fitness Buffs
93531,x,user_18523,2505,Teenagers
93540,x,user_18524,37711,Gen Z
93548,instagram,user_18525,41385,Gen Z
93551,facebook,user_18526,18527,Health Enthusiasts
93555,x,user_18527,16265,Foodies
93556,instagram,user_18528,18092,Health Enthusiasts
93559,facebook,user_18529,47403,Fashion Lovers
93574,facebook,user_18530,20474,Foodies
93581,linkedin,user_18531,29277,Foodies
93585,facebook,user_18532,2233,News Readers
93593,instagram,user_18533,13231,Teenagers
93601,linkedin,user_18534,35899,Fitness Buffs
93602,x,user_18535,40838,Tech Enthusiasts
93603,x,user_18536,18137,Fashion Lovers
93605,facebook,user_18537,43190,Health Enthusiasts
93612,instagram,user_18538,33238,Business Professionals
93615,instagram,user_18539,20472,Teenagers
93616,pinterest,user_18540,26820,Health Enthusiasts
93618,pinterest,user_18541,16173,Fashion Lovers
93619,linkedin,user_18542,6244,Gen Z
93630,pinterest,user_18543,9368,News Readers
93636,pinterest,user_18544,34591,Health Enthusiasts
93638,x,user_18545,7279,Fitness Buffs
93640,pinterest,user_18546,32414,Business Professionals
93641,instagram,user_18547,13977,Fitness Buffs
93648,facebook,user_18548,37805,Fashion Lovers
93653,linkedin,user_18549,7901,Business Professionals
93655,facebook,user_18550,22533,Tech Enthusiasts
93660,facebook,user_18551,12603,Teenagers
93661,x,user_18552,5089,News Readers
93666,instagram,user_18553,9108,Foodies
93671,pinterest,user_18554,49509,Foodies
93672,pinterest,user_18555,35730,Fitness Buffs
93685,facebook,user_18556,19566,Foodies
93688,facebook,user_18557,11875,Tech Enthusiasts
93692,pinterest,user_18558,7187,Fitness Buffs
93703,instagram,user_18559,37683,Teenagers
93713,facebook,user_18560,9507,Teenagers
93717,linkedin,user_18561,37969,Tech Enthusiasts
93725,facebook,user_18562,7581,Tech Enthusiasts
93728,x,user_18563,23229,Teenagers
93739,pinterest,user_18564,11224,Teenagers
93746,facebook,user_18565,26624,Tech Enthusiasts
93747,linkedin,user_18566,40088,Gen Z
93766,facebook,user_18567,30946,News Readers
93768,linkedin,user_18568,34830,Business Professionals
93772,facebook,user_18569,40130,Gen Z
93776,instagram,user_18570,48395,Fitness Buffs
93778,pinterest,user_18571,17209,Fashion Lovers
93780,pinterest,user_18572,19758,Business Professionals
93787,x,user_18573,45812,Gen Z
93804,facebook,user_18574,27775,Fashion Lovers
93805,facebook,user_18575,2326,Foodies
93811,facebook,user_18576,38880,Fashion Lovers
93820,linkedin,user_18577,21241,Fitness Buffs
93823,linkedin,user_18578,43621,Foodies
93827,pinterest,user_18579,8717,Business Professionals
93830,pinterest,user_18580,17320,Teenagers
93833,pinterest,user_18581,22228,Teenagers
93839,pinterest,user_18582,28657,Foodies
93844,x,user_18583,7369,Foodies
93860,instagram,user_18584,29592,Business Professionals
93871,pinterest,user_18585,18389,Teenagers
93875,facebook,user_18586,30258,Teenagers
93881,x,user_18587,10287,Fashion Lovers
93887,pinterest,user_18588,7221,Foodies
93889,instagram,user_18589,18653,News Readers
93892,instagram,user_18590,2196,Fashion Lovers
93893,facebook,user_18591,12849,Business Professionals
93899,pinterest,user_18592,29527,Foodies
93903,x,user_18593,8963,Foodies
93908,x,user_18594,19246,Gen Z
93912,facebook,user_18595,23840,Business Professionals
93915,instagram,user_18596,25468,Tech Enthusiasts
93917,linkedin,user_18597,41476,Foodies
93918,x,user_18598,3782,News Readers
93929,linkedin,user_18599,45747,Fitness Buffs
93933,pinterest,user_18600,22772,Fitness Buffs
93940,linkedin,user_18601,47328,Foodies
93941,facebook,user_18602,26143,Gen Z
93948,facebook,user_18603,21998,Foodies
93949,instagram,user_18604,12520,Business Professionals
93952,x,user_18605,32156,Foodies
93958,pinterest,user_18606,31081,Fitness Buffs
93973,pinterest,user_18607,49890,Gen Z
93974,facebook,user_18608,13978,Foodies
93978,x,user_18609,18507,Teenagers
93985,linkedin,user_18610,19529,Fashion Lovers
93986,instagram,user_18611,19786,Health Enthusiasts
93987,linkedin,user_18612,37418,Teenagers
93990,pinterest,user_18613,12687,Tech Enthusiasts
93995,instagram,user_18614,16767,Business Professionals
93998,pinterest,user_18615,47819,Fashion Lovers
94000,linkedin,user_18616,15200,Fashion Lovers
94005,x,user_18617,45463,Fitness Buffs
94011,instagram,user_18618,10670,Gen Z
94026,facebook,user_18619,1401,Gen Z
94047,instagram,user_18620,27859,Business Professionals
94049,facebook,user_18621,29299,Tech Enthusiasts
94052,x,user_18622,2828,Gen Z
94054,facebook,user_18623,6003,Fashion Lovers
94055,pinterest,user_18624,17402,Health Enthusiasts
94066,x,user_18625,5195,Fitness Buffs
94067,linkedin,user_18626,39949,Foodies
94086,pinterest,user_18627,17290,Fitness Buffs
94097,pinterest,user_18628,32038,Foodies
94099,instagram,user_18629,32512,Tech Enthusiasts
94106,pinterest,user_18630,3972,Business Professionals
94108,facebook,user_18631,31800,News Readers
94112,x,user_18632,39153,Foodies
94124,x,user_18633,11525,Gen Z
94131,linkedin,user_18634,8574,Foodies
94147,instagram,user_18635,43241,Fashion Lovers
94148,linkedin,user_18636,34252,Foodies
94149,facebook,user_18637,36832,Fashion Lovers
94151,pinterest,user_18638,43031,Tech Enthusiasts
94152,facebook,user_18639,12636,Teenagers
94153,instagram,user_18640,7368,News Readers
94154,facebook,user_18641,39568,Health Enthusiasts
94163,instagram,user_18642,21169,Fitness Buffs
94164,x,user_18643,32677,Health Enthusiasts
94172,facebook,user_18644,44522,News Readers
94176,linkedin,user_18645,22537,Gen Z
94177,linkedin,user_18646,7663,Business Professionals
94179,x,user_18647,33835,Business Professionals
94185,linkedin,user_18648,44088,Tech Enthusiasts
94191,linkedin,user_18649,43411,Teenagers
94197,facebook,user_18650,10792,Tech Enthusiasts
94202,x,user_18651,26412,Business Professionals
94219,facebook,user_18652,19371,Fashion Lovers
94225,x,user_18653,47208,Fitness Buffs
94226,instagram,user_18654,17164,Business Professionals
94240,x,user_18655,28513,Gen Z
94244,instagram,user_18656,21333,Teenagers
94250,facebook,user_18657,36094,Business Professionals
94277,facebook,user_18658,16736,Gen Z
94278,pinterest,user_18659,34581,Tech Enthusiasts
94280,x,user_18660,32345,Tech Enthusiasts
94283,x,user_18661,7971,Business Professionals
94285,pinterest,user_18662,4174,Foodies
94290,facebook,user_18663,38344,Foodies
94293,instagram,user_18664,18515,Foodies
94295,facebook,user_18665,35198,Foodies
94313,x,user_18666,47372,Business Professionals
94332,instagram,user_18667,3792,Foodies
94336,instagram,user_18668,27611,Gen Z
94344,x,user_18669,20232,Teenagers
94349,instagram,user_18670,25783,Gen Z
94357,instagram,user_18671,3439,Health Enthusiasts
94358,x,user_18672,4161,News Readers
94361,pinterest,user_18673,6316,News Readers
94368,pinterest,user_18674,38681,Fashion Lovers
94377,linkedin,user_18675,29415,Business Professionals
94379,facebook,user_18676,16111,Foodies
94393,facebook,user_18677,10147,Health Enthusiasts
94399,instagram,user_18678,8948,News Readers
94400,facebook,user_18679,37349,Health Enthusiasts
94407,facebook,user_18680,17759,Health Enthusiasts
94424,instagram,user_18681,48523,Gen Z
94428,x,user_18682,43568,News Readers
94430,instagram,user_18683,12517,Fashion Lovers
94434,pinterest,user_18684,29133,Fashion Lovers
94440,facebook,user_18685,35458,News Readers
94442,facebook,user_18686,20633,Foodies
94448,pinterest,user_18687,39141,Fitness Buffs
94454,facebook,user_18688,35011,Fashion Lovers
94455,linkedin,user_18689,35044,Tech Enthusiasts
94458,instagram,user_18690,30496,Foodies
94478,facebook,user_18691,34280,Tech Enthusiasts
94483,instagram,user_18692,12766,Fitness Buffs
94489,pinterest,user_18693,34760,Fitness Buffs
94491,pinterest,user_18694,8929,Business Professionals
94492,linkedin,user_18695,42950,Fashion Lovers
94494,x,user_18696,38881,Foodies
94499,pinterest,user_18697,14371,Teenagers
94502,pinterest,user_18698,32490,News Readers
94506,pinterest,user_18699,9758,Teenagers
94508,instagram,user_18700,16588,News Readers
94510,pinterest,user_18701,20352,Foodies
94514,linkedin,user_18702,46233,Fashion Lovers
94521,pinterest,user_18703,27336,Gen Z
94522,pinterest,user_18704,43831,Gen Z
94529,x,user_18705,11328,Business Professionals
94533,facebook,user_18706,14559,Health Enthusiasts
94540,linkedin,user_18707,39857,Tech Enthusiasts
94549,instagram,user_18708,42523,Fitness Buffs
94552,instagram,user_18709,13538,Gen Z
94574,facebook,user_18710,28101,Gen Z
94593,pinterest,user_18711,24644,Gen Z
94600,linkedin,user_18712,5415,Fashion Lovers
94602,facebook,user_18713,38264,Teenagers
94606,facebook,user_18714,19210,Gen Z
94607,linkedin,user_18715,17203,Business Professionals
94613,linkedin,user_18716,1135,Fitness Buffs
94621,pinterest,user_18717,2604,News Readers
94636,facebook,user_18718,2169,Business Professionals
94642,x,user_18719,47569,Business Professionals
94644,x,user_18720,34764,Teenagers
94647,pinterest,user_18721,36427,News Readers
94648,facebook,user_18722,8970,Business Professionals
94653,pinterest,user_18723,48323,Gen Z
94666,facebook,user_18724,14551,Gen Z
94669,instagram,user_18725,29954,Tech Enthusiasts
94672,pinterest,user_18726,13035,Fashion Lovers
94679,x,user_18727,12774,Business Professionals
94680,pinterest,user_18728,24955,Business Professionals
94687,facebook,user_18729,49269,Fitness Buffs
94690,pinterest,user_18730,20921,Foodies
94696,x,user_18731,3162,Foodies
94700,linkedin,user_18732,49784,Business Professionals
94710,facebook,user_18733,13006,Foodies
94726,facebook,user_18734,16186,News Readers
94728,instagram,user_18735,35414,Teenagers
94729,instagram,user_18736,8247,Fashion Lovers
94730,linkedin,user_18737,28812,Health Enthusiasts
94733,x,user_18738,2044,Foodies
94735,x,user_18739,8745,Teenagers
94738,instagram,user_18740,1157,Fashion Lovers
94739,x,user_18741,4283,Gen Z
94750,instagram,user_18742,14035,Foodies
94751,linkedin,user_18743,48824,Fashion Lovers
94766,instagram,user_18744,30107,Health Enthusiasts
94771,x,user_18745,42578,Health Enthusiasts
94773,x,user_18746,28601,Foodies
94774,linkedin,user_18747,31962,Fashion Lovers
94778,pinterest,user_18748,23197,Health Enthusiasts
94782,x,user_18749,49549,Fashion Lovers
94785,linkedin,user_18750,14076,Fashion Lovers
94800,linkedin,user_18751,10549,Fitness Buffs
94809,x,user_18752,33496,Tech Enthusiasts
94811,x,user_18753,28026,Business Professionals
94816,pinterest,user_18754,16728,Tech Enthusiasts
94820,facebook,user_18755,20919,Gen Z
94830,pinterest,user_18756,1874,Health Enthusiasts
94837,facebook,user_18757,32072,Teenagers
94841,linkedin,user_18758,45997,Health Enthusiasts
94844,facebook,user_18759,6736,Tech Enthusiasts
94849,x,user_18760,34262,Health Enthusiasts
94850,pinterest,user_18761,38156,Fashion Lovers
94855,pinterest,user_18762,41281,Tech Enthusiasts
94857,facebook,user_18763,8325,Foodies
94858,linkedin,user_18764,10931,Health Enthusiasts
94864,instagram,user_18765,6800,News Readers
94867,instagram,user_18766,9402,Business Professionals
94868,facebook,user_18767,5532,Foodies
94873,instagram,user_18768,2728,Tech Enthusiasts
94874,instagram,user_18769,44179,Health Enthusiasts
94882,instagram,user_18770,10601,News Readers
94895,linkedin,user_18771,21755,News Readers
94897,linkedin,user_18772,16570,Business Professionals
94899,x,user_18773,27635,Business Professionals
94905,instagram,user_18774,19871,Gen Z
94906,linkedin,user_18775,13518,Health Enthusiasts
94908,pinterest,user_18776,30870,Teenagers
94909,facebook,user_18777,29695,Fitness Buffs
94926,x,user_18778,4378,Fashion Lovers
94932,instagram,user_18779,28007,Foodies
94933,instagram,user_18780,7728,Fashion Lovers
94935,facebook,user_18781,30528,News Readers
94951,pinterest,user_18782,34544,Health Enthusiasts
94968,pinterest,user_18783,29366,Fitness Buffs
94976,pinterest,user_18784,29878,Tech Enthusiasts
94978,linkedin,user_18785,3946,Health Enthusiasts
94979,linkedin,user_18786,25724,Health Enthusiasts
94982,instagram,user_18787,29006,Fashion Lovers
94985,x,user_18788,37232,Teenagers
94995,pinterest,user_18789,14282,Foodies
95001,instagram,user_18790,9000,Foodies
95006,x,user_18791,7995,Business Professionals
95015,pinterest,user_18792,28927,Tech Enthusiasts
95016,pinterest,user_18793,40137,Tech Enthusiasts
95017,pinterest,user_18794,24720,Fitness Buffs
95022,facebook,user_18795,1848,News Readers
95027,facebook,user_18796,15940,Health Enthusiasts
95031,facebook,user_18797,33116,Fitness Buffs
95054,pinterest,user_18798,13171,Health Enthusiasts
95055,facebook,user_18799,39219,Fitness Buffs
95058,facebook,user_18800,46163,Foodies
95062,instagram,user_18801,12260,Foodies
95064,linkedin,user_18802,22864,Fashion Lovers
95068,x,user_18803,28228,Tech Enthusiasts
95074,instagram,user_18804,21003,Fitness Buffs
95079,x,user_18805,14171,Business Professionals
95081,pinterest,user_18806,16500,Tech Enthusiasts
95088,x,user_18807,8434,Business Professionals
95089,instagram,user_18808,22860,Business Professionals
95090,instagram,user_18809,36637,News Readers
95092,linkedin,user_18810,20867,Fashion Lovers
95096,x,user_18811,4286,Tech Enthusiasts
95101,pinterest,user_18812,16621,Teenagers
95106,facebook,user_18813,42912,Health Enthusiasts
95110,x,user_18814,49945,Gen Z
95114,pinterest,user_18815,10726,Teenagers
95116,facebook,user_18816,24051,Business Professionals
95130,facebook,user_18817,21168,Fitness Buffs
95133,x,user_18818,35879,Fashion Lovers
95135,facebook,user_18819,43930,Teenagers
95138,pinterest,user_18820,5821,News Readers
95148,linkedin,user_18821,39194,Fitness Buffs
95149,instagram,user_18822,34815,News Readers
95150,x,user_18823,5774,Teenagers
95158,x,user_18824,46535,News Readers
95166,linkedin,user_18825,12605,Health Enthusiasts
95179,instagram,user_18826,5173,Tech Enthusiasts
95183,facebook,user_18827,16575,Foodies
95185,linkedin,user_18828,46987,News Readers
95187,linkedin,user_18829,38044,Foodies
95200,x,user_18830,20252,Tech Enthusiasts
95201,pinterest,user_18831,21129,News Readers
95208,instagram,user_18832,28050,Business Professionals
95222,facebook,user_18833,7808,News Readers
95227,facebook,user_18834,33381,Fashion Lovers
95231,linkedin,user_18835,28372,Tech Enthusiasts
95241,instagram,user_18836,38933,Gen Z
95248,linkedin,user_18837,37922,Foodies
95250,instagram,user_18838,18448,News Readers
95260,instagram,user_18839,21791,Fashion Lovers
95266,x,user_18840,46366,Fitness Buffs
95267,linkedin,user_18841,33805,Tech Enthusiasts
95268,facebook,user_18842,7964,Teenagers
95271,linkedin,user_18843,28984,Fashion Lovers
95286,x,user_18844,38838,Tech Enthusiasts
95287,x,user_18845,28947,Teenagers
95289,linkedin,user_18846,35442,Gen Z
95290,x,user_18847,45503,Fitness Buffs
95296,linkedin,user_18848,42481,Gen Z
95297,linkedin,user_18849,34697,Tech Enthusiasts
95298,linkedin,user_18850,45934,Tech Enthusiasts
95303,x,user_18851,25214,Foodies
95309,linkedin,user_18852,11063,Gen Z
95312,x,user_18853,43616,Health Enthusiasts
95332,pinterest,user_18854,27640,Tech Enthusiasts
95335,facebook,user_18855,7216,Health Enthusiasts
95341,pinterest,user_18856,27938,Gen Z
95345,x,user_18857,7242,Business Professionals
95347,facebook,user_18858,22625,Business Professionals
95348,x,user_18859,14173,Foodies
95350,facebook,user_18860,44196,Fashion Lovers
95351,pinterest,user_18861,7454,Tech Enthusiasts
95353,facebook,user_18862,10535,Teenagers
95357,x,user_18863,14525,Gen Z
95358,instagram,user_18864,45879,Gen Z
95361,x,user_18865,44473,Fitness Buffs
95363,pinterest,user_18866,32402,Fashion Lovers
95369,pinterest,user_18867,39693,Business Professionals
95371,facebook,user_18868,8261,Gen Z
95372,linkedin,user_18869,32334,Gen Z
95379,instagram,user_18870,1259,Gen Z
95381,instagram,user_18871,32350,Fashion Lovers
95383,pinterest,user_18872,40442,Foodies
95392,linkedin,user_18873,32429,Health Enthusiasts
95397,facebook,user_18874,18138,Business Professionals
95400,linkedin,user_18875,3462,News Readers
95415,pinterest,user_18876,10801,Fashion Lovers
95431,x,user_18877,36217,Gen Z
95434,pinterest,user_18878,45449,Tech Enthusiasts
95435,x,user_18879,36626,Health Enthusiasts
95439,facebook,user_18880,2099,Fitness Buffs
95448,x,user_18881,3049,Business Professionals
95456,facebook,user_18882,49208,Teenagers
95459,facebook,user_18883,18930,Gen Z
95462,pinterest,user_18884,33618,Fashion Lovers
95475,facebook,user_18885,37897,Teenagers
95483,facebook,user_18886,3964,Tech Enthusiasts
95494,pinterest,user_18887,16249,Fashion Lovers
95495,pinterest,user_18888,43394,Foodies
95510,instagram,user_18889,22454,Fashion Lovers
95514,linkedin,user_18890,15475,Foodies
95518,facebook,user_18891,34161,Teenagers
95521,linkedin,user_18892,28023,Fitness Buffs
95523,linkedin,user_18893,42719,Fitness Buffs
95527,linkedin,user_18894,29154,Foodies
95528,facebook,user_18895,42516,Business Professionals
95530,facebook,user_18896,41074,News Readers
95534,x,user_18897,37976,Health Enthusiasts
95538,pinterest,user_18898,41535,Business Professionals
95543,instagram,user_18899,44576,Gen Z
95557,facebook,user_18900,22198,Tech Enthusiasts
95559,pinterest,user_18901,43863,Health Enthusiasts
95572,x,user_18902,17584,Fashion Lovers
95578,pinterest,user_18903,25157,Foodies
95581,instagram,user_18904,17147,Health Enthusiasts
95582,linkedin,user_18905,26038,Gen Z
95595,x,user_18906,13068,Teenagers
95599,pinterest,user_18907,44161,Gen Z
95606,pinterest,user_18908,13424,Tech Enthusiasts
95609,instagram,user_18909,6950,Health Enthusiasts
95612,x,user_18910,12626,Fashion Lovers
95623,x,user_18911,18160,Business Professionals
95631,linkedin,user_18912,10921,Teenagers
95632,instagram,user_18913,34699,News Readers
95635,instagram,user_18914,40936,Fitness Buffs
95644,facebook,user_18915,2381,Gen Z
95645,pinterest,user_18916,42288,Business Professionals
95655,linkedin,user_18917,24643,News Readers
95670,instagram,user_18918,32198,Fitness Buffs
95671,instagram,user_18919,2712,Tech Enthusiasts
95674,linkedin,user_18920,38221,Gen Z
95679,instagram,user_18921,41508,Fitness Buffs
95683,linkedin,user_18922,44730,Fitness Buffs
95687,instagram,user_18923,47639,Business Professionals
95689,x,user_18924,3142,Teenagers
95702,instagram,user_18925,35928,News Readers
95707,pinterest,user_18926,47418,Gen Z
95714,x,user_18927,2067,News Readers
95716,instagram,user_18928,13543,Business Professionals
95721,linkedin,user_18929,41887,News Readers
95726,linkedin,user_18930,15855,Foodies
95730,pinterest,user_18931,2888,Business Professionals
95737,pinterest,user_18932,34491,Fashion Lovers
95740,linkedin,user_18933,26327,Business Professionals
95741,pinterest,user_18934,39136,News Readers
95743,facebook,user_18935,16602,Teenagers
95758,linkedin,user_18936,15966,Gen Z
95766,instagram,user_18937,16529,Fitness Buffs
95771,linkedin,user_18938,41366,Fitness Buffs
95775,pinterest,user_18939,5778,Foodies
95776,x,user_18940,43704,News Readers
95785,facebook,user_18941,26253,News Readers
95790,x,user_18942,47792,Teenagers
95792,pinterest,user_18943,46084,Health Enthusiasts
95797,pinterest,user_18944,37953,Health Enthusiasts
95801,instagram,user_18945,18127,Fashion Lovers
95809,linkedin,user_18946,29011,Business Professionals
95811,facebook,user_18947,26022,Teenagers
95824,instagram,user_18948,11152,Teenagers
95827,instagram,user_18949,37149,Health Enthusiasts
95831,x,user_18950,4719,Fitness Buffs
95835,x,user_18951,34972,Foodies
95843,pinterest,user_18952,10145,Business Professionals
95845,x,user_18953,40595,Tech Enthusiasts
95855,instagram,user_18954,5360,Health Enthusiasts
95859,pinterest,user_18955,49798,Health Enthusiasts
95863,instagram,user_18956,7534,Foodies
95865,x,user_18957,9203,Fashion Lovers
95868,instagram,user_18958,34614,Fashion Lovers
95871,pinterest,user_18959,13574,Gen Z
95872,pinterest,user_18960,49173,Teenagers
95876,instagram,user_18961,47056,Fashion Lovers
95880,linkedin,user_18962,34974,Fitness Buffs
95881,linkedin,user_18963,1093,Tech Enthusiasts
95882,facebook,user_18964,21237,Business Professionals
95884,pinterest,user_18965,14425,Business Professionals
95891,x,user_18966,12096,Business Professionals
95892,pinterest,user_18967,28935,Business Professionals
95893,instagram,user_18968,21668,Tech Enthusiasts
95902,facebook,user_18969,46615,Health Enthusiasts
95903,linkedin,user_18970,35008,Fitness Buffs
95907,linkedin,user_18971,9859,Foodies
95912,instagram,user_18972,15794,Business Professionals
95914,x,user_18973,32483,Business Professionals
95916,x,user_18974,42655,Foodies
95934,instagram,user_18975,15116,Fashion Lovers
95935,instagram,user_18976,42073,Foodies
95938,x,user_18977,24272,Health Enthusiasts
95973,pinterest,user_18978,21288,Fitness Buffs
95974,linkedin,user_18979,1483,Business Professionals
95987,x,user_18980,46136,Foodies
95989,x,user_18981,25088,Health Enthusiasts
95992,facebook,user_18982,6591,Gen Z
95995,linkedin,user_18983,27954,Tech Enthusiasts
95996,pinterest,user_18984,21014,News Readers
95997,instagram,user_18985,19773,News Readers
95998,facebook,user_18986,8708,Fitness Buffs
96002,linkedin,user_18987,4956,Tech Enthusiasts
96006,x,user_18988,43997,Fitness Buffs
96010,x,user_18989,5381,Fitness Buffs
96012,x,user_18990,18670,Foodies
96020,pinterest,user_18991,34825,Fashion Lovers
96021,instagram,user_18992,33589,Fashion Lovers
96022,x,user_18993,11967,Health Enthusiasts
96028,x,user_18994,16118,Fashion Lovers
96031,x,user_18995,31484,Fashion Lovers
96036,facebook,user_18996,30528,Tech Enthusiasts
96040,x,user_18997,23932,Fashion Lovers
96045,x,user_18998,20954,Fitness Buffs
96053,facebook,user_18999,44270,Fashion Lovers
96057,facebook,user_19000,7319,Gen Z
96070,facebook,user_19001,46540,Business Professionals
96071,linkedin,user_19002,19383,Fitness Buffs
96072,pinterest,user_19003,36095,News Readers
96076,linkedin,user_19004,22960,Gen Z
96089,instagram,user_19005,26943,Foodies
96090,facebook,user_19006,37407,Tech Enthusiasts
96100,pinterest,user_19007,20902,Foodies
96103,linkedin,user_19008,23434,Fitness Buffs
96106,facebook,user_19009,47953,Foodies
96107,instagram,user_19010,19492,Teenagers
96111,linkedin,user_19011,28058,Business Professionals
96122,pinterest,user_19012,13121,Gen Z
96125,instagram,user_19013,16495,Teenagers
96127,pinterest,user_19014,49277,Gen Z
96134,instagram,user_19015,9974,Health Enthusiasts
96137,facebook,user_19016,32549,Health Enthusiasts
96138,pinterest,user_19017,35277,Health Enthusiasts
96142,linkedin,user_19018,8654,Business Professionals
96143,x,user_19019,22843,Health Enthusiasts
96148,instagram,user_19020,46296,Health Enthusiasts
96151,instagram,user_19021,46784,Fitness Buffs
96160,x,user_19022,1678,News Readers
96163,instagram,user_19023,48414,Foodies
96172,pinterest,user_19024,12957,Health Enthusiasts
96201,pinterest,user_19025,23289,Fitness Buffs
96214,linkedin,user_19026,45162,Fashion Lovers
96215,pinterest,user_19027,16848,Tech Enthusiasts
96217,facebook,user_19028,40076,News Readers
96223,linkedin,user_19029,10641,News Readers
96224,x,user_19030,19615,Fitness Buffs
96226,pinterest,user_19031,3561,Business Professionals
96230,linkedin,user_19032,5404,Foodies
96232,linkedin,user_19033,13999,Fitness Buffs
96237,facebook,user_19034,15861,Health Enthusiasts
96239,instagram,user_19035,15828,Gen Z
96244,pinterest,user_19036,22250,Foodies
96252,x,user_19037,9919,Gen Z
