ID,Specialisation,Certification,CreativeSkill
83498,Digital Marketing,Google Certified,Video Production
83500,Digital Marketing,None,Writing
83505,Public Relations,Google Certified,Writing
83509,Public Relations,None,Graphic Design
83514,Public Relations,None,Graphic Design
83516,Public Relations,Google Certified,Video Production
83517,Digital Marketing,None,Writing
83519,Content Creation,HubSpot Certified,Graphic Design
83521,Public Relations,Google Certified,Video Production
83525,Digital Marketing,None,Video Production
83538,Content Creation,Google Certified,Writing
83540,Content Creation,HubSpot Certified,Writing
83544,Public Relations,None,Video Production
83548,Content Creation,None,Video Production
83561,Digital Marketing,Google Certified,Writing
83568,Digital Marketing,HubSpot Certified,Video Production
83575,Content Creation,Google Certified,Graphic Design
83585,Public Relations,Google Certified,Writing
83590,Digital Marketing,HubSpot Certified,Video Production
83601,Public Relations,Google Certified,Graphic Design
83604,Content Creation,None,Writing
83609,Digital Marketing,HubSpot Certified,Graphic Design
83617,Content Creation,None,Video Production
83618,Public Relations,None,Graphic Design
83623,Content Creation,None,Graphic Design
83641,Content Creation,None,Graphic Design
83652,Content Creation,HubSpot Certified,Writing
83671,Digital Marketing,Google Certified,Graphic Design
83675,Public Relations,Google Certified,Video Production
83676,Digital Marketing,HubSpot Certified,Video Production
83685,Digital Marketing,HubSpot Certified,Video Production
83686,Digital Marketing,Google Certified,Video Production
83689,Digital Marketing,HubSpot Certified,Writing
83695,Content Creation,Google Certified,Writing
83704,Public Relations,None,Video Production
83717,Digital Marketing,HubSpot Certified,Graphic Design
83721,Content Creation,Google Certified,Writing
83724,Public Relations,HubSpot Certified,Graphic Design
83736,Content Creation,None,Video Production
83739,Digital Marketing,Google Certified,Graphic Design
83742,Digital Marketing,Google Certified,Video Production
83753,Content Creation,HubSpot Certified,Graphic Design
83755,Content Creation,None,Graphic Design
83777,Content Creation,None,Graphic Design
83783,Digital Marketing,Google Certified,Video Production
83789,Content Creation,None,Writing
83801,Content Creation,HubSpot Certified,Writing
83811,Content Creation,None,Video Production
83813,Digital Marketing,Google Certified,Writing
83815,Digital Marketing,HubSpot Certified,Video Production
83822,Public Relations,Google Certified,Writing
83823,Content Creation,Google Certified,Video Production
83829,Public Relations,HubSpot Certified,Writing
83848,Content Creation,HubSpot Certified,Writing
83850,Digital Marketing,HubSpot Certified,Writing
83856,Content Creation,None,Video Production
83876,Content Creation,HubSpot Certified,Video Production
83880,Digital Marketing,HubSpot Certified,Writing
83882,Digital Marketing,None,Writing
83888,Digital Marketing,Google Certified,Writing
83890,Public Relations,Google Certified,Graphic Design
83906,Digital Marketing,Google Certified,Graphic Design
83907,Content Creation,Google Certified,Writing
83908,Digital Marketing,Google Certified,Graphic Design
83910,Public Relations,HubSpot Certified,Video Production
83917,Content Creation,None,Graphic Design
83919,Digital Marketing,HubSpot Certified,Graphic Design
83921,Public Relations,Google Certified,Video Production
83929,Public Relations,HubSpot Certified,Graphic Design
83933,Public Relations,Google Certified,Video Production
83936,Digital Marketing,Google Certified,Graphic Design
83949,Digital Marketing,HubSpot Certified,Writing
83954,Public Relations,HubSpot Certified,Writing
83957,Content Creation,None,Writing
83973,Digital Marketing,None,Video Production
83977,Public Relations,HubSpot Certified,Video Production
83978,Public Relations,Google Certified,Video Production
83979,Digital Marketing,None,Video Production
83980,Digital Marketing,Google Certified,Graphic Design
83981,Digital Marketing,HubSpot Certified,Video Production
83982,Digital Marketing,Google Certified,Writing
83983,Content Creation,Google Certified,Writing
83987,Public Relations,None,Video Production
83988,Public Relations,Google Certified,Video Production
83989,Public Relations,HubSpot Certified,Graphic Design
83991,Public Relations,HubSpot Certified,Video Production
83996,Digital Marketing,None,Graphic Design
84000,Digital Marketing,HubSpot Certified,Video Production
84007,Content Creation,None,Writing
84016,Public Relations,Google Certified,Video Production
84018,Digital Marketing,Google Certified,Writing
84019,Content Creation,None,Video Production
84020,Digital Marketing,HubSpot Certified,Video Production
84022,Public Relations,Google Certified,Writing
84032,Public Relations,HubSpot Certified,Graphic Design
84033,Digital Marketing,Google Certified,Writing
84042,Public Relations,Google Certified,Graphic Design
84044,Public Relations,Google Certified,Video Production
84047,Content Creation,None,Writing
84048,Content Creation,None,Video Production
84051,Content Creation,Google Certified,Video Production
84055,Content Creation,HubSpot Certified,Writing
84057,Digital Marketing,Google Certified,Graphic Design
84063,Public Relations,None,Graphic Design
84066,Digital Marketing,HubSpot Certified,Graphic Design
84074,Digital Marketing,HubSpot Certified,Video Production
84092,Public Relations,None,Graphic Design
84103,Digital Marketing,Google Certified,Graphic Design
84108,Digital Marketing,Google Certified,Writing
84109,Digital Marketing,HubSpot Certified,Writing
84111,Digital Marketing,None,Video Production
84120,Content Creation,None,Graphic Design
84122,Content Creation,Google Certified,Writing
84123,Public Relations,Google Certified,Writing
84127,Digital Marketing,HubSpot Certified,Video Production
84130,Digital Marketing,HubSpot Certified,Video Production
84131,Content Creation,None,Writing
84134,Content Creation,HubSpot Certified,Graphic Design
84135,Digital Marketing,HubSpot Certified,Writing
84136,Digital Marketing,HubSpot Certified,Writing
84141,Content Creation,None,Graphic Design
84146,Digital Marketing,None,Writing
84148,Content Creation,HubSpot Certified,Graphic Design
84160,Public Relations,HubSpot Certified,Video Production
84171,Content Creation,HubSpot Certified,Video Production
84172,Content Creation,HubSpot Certified,Graphic Design
84177,Content Creation,Google Certified,Video Production
84179,Content Creation,None,Writing
84189,Content Creation,HubSpot Certified,Video Production
84202,Content Creation,None,Video Production
84206,Public Relations,None,Video Production
84210,Public Relations,None,Writing
84212,Public Relations,None,Video Production
84217,Content Creation,Google Certified,Video Production
84219,Digital Marketing,Google Certified,Graphic Design
84220,Digital Marketing,Google Certified,Writing
84224,Content Creation,Google Certified,Writing
84225,Digital Marketing,HubSpot Certified,Graphic Design
84227,Digital Marketing,HubSpot Certified,Video Production
84236,Content Creation,None,Video Production
84238,Content Creation,HubSpot Certified,Writing
84242,Digital Marketing,Google Certified,Video Production
84244,Public Relations,None,Graphic Design
84252,Digital Marketing,Google Certified,Video Production
84255,Content Creation,Google Certified,Graphic Design
84257,Content Creation,HubSpot Certified,Writing
84258,Public Relations,Google Certified,Writing
84259,Public Relations,HubSpot Certified,Writing
84264,Digital Marketing,HubSpot Certified,Graphic Design
84266,Content Creation,HubSpot Certified,Writing
84284,Public Relations,Google Certified,Writing
84285,Digital Marketing,None,Graphic Design
84294,Content Creation,HubSpot Certified,Writing
84302,Public Relations,None,Graphic Design
84303,Content Creation,Google Certified,Graphic Design
84314,Digital Marketing,Google Certified,Video Production
84316,Digital Marketing,HubSpot Certified,Writing
84326,Digital Marketing,HubSpot Certified,Writing
84330,Public Relations,HubSpot Certified,Video Production
84337,Digital Marketing,HubSpot Certified,Video Production
84341,Content Creation,None,Graphic Design
84343,Content Creation,Google Certified,Graphic Design
84345,Public Relations,HubSpot Certified,Writing
84355,Digital Marketing,None,Graphic Design
84365,Content Creation,Google Certified,Writing
84368,Public Relations,Google Certified,Video Production
84369,Digital Marketing,Google Certified,Video Production
84373,Content Creation,None,Graphic Design
84376,Digital Marketing,Google Certified,Graphic Design
84379,Public Relations,HubSpot Certified,Video Production
84398,Public Relations,HubSpot Certified,Writing
84400,Public Relations,Google Certified,Graphic Design
84408,Content Creation,HubSpot Certified,Graphic Design
84409,Digital Marketing,Google Certified,Graphic Design
84420,Digital Marketing,Google Certified,Video Production
84421,Content Creation,None,Video Production
84422,Content Creation,HubSpot Certified,Video Production
84447,Content Creation,Google Certified,Graphic Design
84448,Content Creation,Google Certified,Writing
84451,Content Creation,Google Certified,Graphic Design
84457,Public Relations,Google Certified,Video Production
84459,Digital Marketing,None,Video Production
84460,Public Relations,HubSpot Certified,Writing
84475,Content Creation,HubSpot Certified,Video Production
84499,Digital Marketing,None,Writing
84501,Digital Marketing,Google Certified,Writing
84502,Digital Marketing,Google Certified,Video Production
84517,Public Relations,Google Certified,Writing
84522,Content Creation,Google Certified,Graphic Design
84529,Content Creation,HubSpot Certified,Writing
84530,Digital Marketing,HubSpot Certified,Writing
84531,Public Relations,None,Graphic Design
84539,Digital Marketing,HubSpot Certified,Graphic Design
84547,Public Relations,None,Graphic Design
84550,Digital Marketing,Google Certified,Writing
84551,Public Relations,Google Certified,Writing
84556,Public Relations,Google Certified,Writing
84557,Digital Marketing,None,Writing
84570,Content Creation,Google Certified,Writing
84575,Content Creation,None,Graphic Design
84578,Digital Marketing,Google Certified,Graphic Design
84580,Public Relations,Google Certified,Graphic Design
84581,Content Creation,Google Certified,Graphic Design
84585,Digital Marketing,None,Writing
84593,Public Relations,HubSpot Certified,Writing
84602,Public Relations,None,Graphic Design
84610,Digital Marketing,Google Certified,Video Production
84611,Digital Marketing,HubSpot Certified,Graphic Design
84612,Content Creation,None,Video Production
84614,Public Relations,HubSpot Certified,Graphic Design
84618,Content Creation,None,Graphic Design
84636,Public Relations,HubSpot Certified,Video Production
84638,Public Relations,HubSpot Certified,Writing
84640,Digital Marketing,None,Video Production
84646,Public Relations,None,Writing
84656,Public Relations,None,Graphic Design
84660,Content Creation,None,Writing
84665,Content Creation,HubSpot Certified,Graphic Design
84667,Digital Marketing,None,Video Production
84668,Digital Marketing,Google Certified,Writing
84669,Content Creation,HubSpot Certified,Video Production
84670,Content Creation,Google Certified,Writing
84678,Content Creation,None,Writing
84679,Digital Marketing,HubSpot Certified,Video Production
84681,Public Relations,HubSpot Certified,Video Production
84691,Content Creation,Google Certified,Video Production
84710,Public Relations,Google Certified,Graphic Design
84711,Public Relations,HubSpot Certified,Video Production
84712,Content Creation,HubSpot Certified,Writing
84718,Content Creation,HubSpot Certified,Video Production
84720,Content Creation,None,Graphic Design
84745,Content Creation,None,Video Production
84750,Public Relations,Google Certified,Writing
84757,Public Relations,Google Certified,Video Production
84763,Content Creation,Google Certified,Video Production
84767,Content Creation,None,Graphic Design
84768,Digital Marketing,HubSpot Certified,Writing
84771,Content Creation,HubSpot Certified,Writing
84780,Public Relations,Google Certified,Video Production
84782,Digital Marketing,Google Certified,Graphic Design
84788,Content Creation,Google Certified,Video Production
84798,Content Creation,None,Video Production
84808,Digital Marketing,Google Certified,Writing
84813,Public Relations,HubSpot Certified,Graphic Design
84818,Digital Marketing,Google Certified,Writing
84820,Content Creation,Google Certified,Video Production
84822,Public Relations,HubSpot Certified,Writing
84824,Content Creation,HubSpot Certified,Writing
84825,Digital Marketing,None,Writing
84827,Content Creation,Google Certified,Video Production
84837,Public Relations,Google Certified,Video Production
84841,Digital Marketing,Google Certified,Video Production
84843,Public Relations,None,Writing
84850,Public Relations,Google Certified,Graphic Design
84864,Content Creation,HubSpot Certified,Video Production
84868,Public Relations,None,Writing
84871,Public Relations,HubSpot Certified,Graphic Design
84878,Content Creation,Google Certified,Graphic Design
84888,Public Relations,Google Certified,Video Production
84890,Digital Marketing,None,Writing
84898,Digital Marketing,HubSpot Certified,Writing
84901,Public Relations,None,Graphic Design
84902,Digital Marketing,Google Certified,Graphic Design
84909,Public Relations,None,Graphic Design
84916,Public Relations,None,Video Production
84918,Digital Marketing,Google Certified,Video Production
84921,Digital Marketing,HubSpot Certified,Video Production
84926,Digital Marketing,None,Writing
84929,Content Creation,HubSpot Certified,Graphic Design
84930,Digital Marketing,HubSpot Certified,Video Production
84932,Content Creation,None,Video Production
84934,Digital Marketing,HubSpot Certified,Video Production
84942,Digital Marketing,None,Graphic Design
84946,Public Relations,None,Writing
84949,Content Creation,None,Graphic Design
84951,Content Creation,Google Certified,Graphic Design
84963,Public Relations,Google Certified,Video Production
84964,Digital Marketing,Google Certified,Video Production
84965,Public Relations,HubSpot Certified,Video Production
84973,Content Creation,None,Writing
84976,Public Relations,None,Video Production
84986,Digital Marketing,None,Writing
84991,Public Relations,HubSpot Certified,Writing
84997,Digital Marketing,None,Video Production
85002,Digital Marketing,Google Certified,Writing
85007,Digital Marketing,Google Certified,Writing
85014,Digital Marketing,HubSpot Certified,Video Production
85019,Digital Marketing,None,Writing
85023,Content Creation,Google Certified,Writing
85026,Content Creation,None,Writing
85040,Public Relations,None,Graphic Design
85044,Digital Marketing,None,Writing
85051,Content Creation,None,Video Production
85053,Public Relations,HubSpot Certified,Graphic Design
85054,Content Creation,Google Certified,Writing
85056,Public Relations,Google Certified,Video Production
85059,Public Relations,Google Certified,Video Production
85062,Content Creation,Google Certified,Writing
85063,Public Relations,Google Certified,Video Production
85066,Digital Marketing,HubSpot Certified,Graphic Design
85074,Digital Marketing,None,Video Production
85075,Digital Marketing,HubSpot Certified,Video Production
85088,Content Creation,None,Writing
85090,Digital Marketing,Google Certified,Video Production
85104,Digital Marketing,None,Video Production
85106,Public Relations,HubSpot Certified,Graphic Design
85108,Digital Marketing,Google Certified,Graphic Design
85111,Public Relations,None,Graphic Design
85113,Content Creation,None,Writing
85116,Public Relations,Google Certified,Graphic Design
85118,Public Relations,Google Certified,Video Production
85122,Digital Marketing,None,Writing
85138,Content Creation,HubSpot Certified,Graphic Design
85152,Digital Marketing,None,Graphic Design
85156,Digital Marketing,Google Certified,Graphic Design
85159,Public Relations,None,Video Production
85162,Content Creation,None,Graphic Design
85164,Content Creation,HubSpot Certified,Graphic Design
85165,Digital Marketing,HubSpot Certified,Writing
85173,Public Relations,None,Writing
85174,Content Creation,None,Writing
85176,Public Relations,HubSpot Certified,Graphic Design
85177,Content Creation,Google Certified,Writing
85181,Content Creation,Google Certified,Writing
85183,Content Creation,HubSpot Certified,Graphic Design
85184,Content Creation,None,Writing
85189,Content Creation,Google Certified,Video Production
85191,Digital Marketing,Google Certified,Graphic Design
85196,Public Relations,None,Graphic Design
85209,Public Relations,None,Video Production
85212,Digital Marketing,HubSpot Certified,Writing
85214,Public Relations,None,Video Production
85216,Digital Marketing,Google Certified,Graphic Design
85223,Content Creation,HubSpot Certified,Writing
85225,Digital Marketing,None,Video Production
85233,Public Relations,HubSpot Certified,Writing
85235,Public Relations,Google Certified,Graphic Design
85238,Content Creation,HubSpot Certified,Graphic Design
85240,Content Creation,Google Certified,Writing
85242,Public Relations,None,Writing
85243,Digital Marketing,None,Video Production
85248,Digital Marketing,None,Video Production
85250,Public Relations,Google Certified,Writing
85257,Public Relations,None,Video Production
85258,Content Creation,HubSpot Certified,Writing
85259,Content Creation,Google Certified,Video Production
85262,Public Relations,None,Video Production
85264,Digital Marketing,HubSpot Certified,Graphic Design
85266,Public Relations,None,Graphic Design
85271,Content Creation,Google Certified,Writing
85283,Public Relations,None,Graphic Design
85284,Digital Marketing,HubSpot Certified,Video Production
85287,Digital Marketing,Google Certified,Writing
85292,Content Creation,HubSpot Certified,Writing
85293,Public Relations,HubSpot Certified,Graphic Design
85300,Content Creation,Google Certified,Writing
85305,Content Creation,Google Certified,Video Production
85308,Digital Marketing,Google Certified,Graphic Design
85309,Content Creation,None,Video Production
85310,Digital Marketing,HubSpot Certified,Writing
85312,Public Relations,HubSpot Certified,Writing
85314,Public Relations,Google Certified,Graphic Design
85315,Content Creation,HubSpot Certified,Video Production
85316,Public Relations,None,Video Production
85318,Content Creation,Google Certified,Video Production
85319,Public Relations,Google Certified,Writing
85322,Content Creation,Google Certified,Video Production
85324,Digital Marketing,None,Video Production
85326,Content Creation,None,Video Production
85340,Digital Marketing,None,Writing
85343,Digital Marketing,Google Certified,Video Production
85347,Content Creation,None,Video Production
85354,Content Creation,None,Video Production
85359,Digital Marketing,HubSpot Certified,Graphic Design
85366,Content Creation,Google Certified,Video Production
85367,Public Relations,Google Certified,Writing
85370,Content Creation,Google Certified,Video Production
85378,Digital Marketing,None,Writing
85385,Content Creation,Google Certified,Graphic Design
85398,Public Relations,None,Graphic Design
85406,Content Creation,None,Writing
85408,Content Creation,Google Certified,Video Production
85420,Public Relations,Google Certified,Writing
85422,Content Creation,Google Certified,Writing
85426,Digital Marketing,Google Certified,Graphic Design
85435,Content Creation,Google Certified,Graphic Design
85448,Digital Marketing,None,Video Production
85452,Digital Marketing,Google Certified,Video Production
85454,Digital Marketing,None,Writing
85456,Digital Marketing,HubSpot Certified,Writing
85457,Digital Marketing,None,Graphic Design
85459,Content Creation,Google Certified,Video Production
85468,Digital Marketing,None,Video Production
85476,Public Relations,HubSpot Certified,Video Production
85481,Public Relations,HubSpot Certified,Video Production
85485,Digital Marketing,HubSpot Certified,Video Production
85486,Digital Marketing,HubSpot Certified,Graphic Design
85487,Public Relations,HubSpot Certified,Writing
85495,Digital Marketing,None,Writing
85496,Content Creation,Google Certified,Graphic Design
85502,Digital Marketing,Google Certified,Graphic Design
85503,Content Creation,None,Video Production
85505,Public Relations,Google Certified,Writing
85511,Content Creation,None,Graphic Design
85513,Digital Marketing,None,Video Production
85532,Public Relations,Google Certified,Video Production
85538,Public Relations,None,Graphic Design
85542,Content Creation,None,Graphic Design
85548,Content Creation,Google Certified,Video Production
85551,Public Relations,None,Graphic Design
85563,Content Creation,None,Writing
85570,Public Relations,Google Certified,Writing
85571,Public Relations,HubSpot Certified,Writing
85572,Digital Marketing,Google Certified,Writing
85574,Digital Marketing,None,Video Production
85586,Digital Marketing,HubSpot Certified,Graphic Design
85591,Content Creation,HubSpot Certified,Writing
85593,Digital Marketing,None,Video Production
85601,Content Creation,None,Graphic Design
85604,Content Creation,None,Writing
85607,Digital Marketing,Google Certified,Graphic Design
85610,Digital Marketing,Google Certified,Graphic Design
85611,Public Relations,HubSpot Certified,Graphic Design
85613,Public Relations,HubSpot Certified,Video Production
85614,Content Creation,None,Video Production
85623,Public Relations,None,Graphic Design
85638,Content Creation,None,Writing
85639,Content Creation,Google Certified,Video Production
85640,Public Relations,Google Certified,Graphic Design
85642,Digital Marketing,Google Certified,Writing
85643,Digital Marketing,Google Certified,Writing
85650,Public Relations,None,Graphic Design
85654,Content Creation,None,Writing
85655,Digital Marketing,Google Certified,Graphic Design
85658,Public Relations,Google Certified,Writing
85661,Digital Marketing,Google Certified,Writing
85669,Public Relations,HubSpot Certified,Video Production
85671,Digital Marketing,HubSpot Certified,Video Production
85680,Public Relations,HubSpot Certified,Video Production
85683,Digital Marketing,None,Graphic Design
85688,Content Creation,HubSpot Certified,Writing
85697,Public Relations,Google Certified,Graphic Design
85702,Digital Marketing,None,Writing
85714,Content Creation,Google Certified,Video Production
85718,Content Creation,Google Certified,Writing
85723,Digital Marketing,None,Video Production
85729,Digital Marketing,Google Certified,Video Production
85730,Content Creation,HubSpot Certified,Graphic Design
85733,Content Creation,None,Writing
85736,Public Relations,Google Certified,Writing
85744,Digital Marketing,HubSpot Certified,Video Production
85747,Content Creation,Google Certified,Writing
85750,Digital Marketing,HubSpot Certified,Graphic Design
85754,Content Creation,None,Video Production
85761,Digital Marketing,None,Video Production
85765,Digital Marketing,None,Writing
85768,Content Creation,Google Certified,Video Production
85770,Public Relations,HubSpot Certified,Writing
85774,Content Creation,None,Writing
85779,Content Creation,Google Certified,Graphic Design
85780,Public Relations,HubSpot Certified,Writing
85784,Digital Marketing,Google Certified,Writing
85785,Public Relations,Google Certified,Writing
85786,Public Relations,HubSpot Certified,Graphic Design
85788,Public Relations,None,Graphic Design
85794,Digital Marketing,HubSpot Certified,Writing
85796,Digital Marketing,Google Certified,Video Production
85797,Content Creation,None,Video Production
85801,Content Creation,None,Video Production
85803,Digital Marketing,HubSpot Certified,Writing
85806,Public Relations,Google Certified,Writing
85807,Public Relations,HubSpot Certified,Graphic Design
85809,Digital Marketing,HubSpot Certified,Video Production
85812,Content Creation,Google Certified,Video Production
85814,Public Relations,None,Graphic Design
85818,Public Relations,HubSpot Certified,Video Production
85819,Public Relations,HubSpot Certified,Writing
85822,Public Relations,Google Certified,Writing
85828,Public Relations,HubSpot Certified,Video Production
85830,Digital Marketing,Google Certified,Graphic Design
85840,Digital Marketing,Google Certified,Writing
85841,Content Creation,None,Video Production
85859,Digital Marketing,HubSpot Certified,Video Production
85866,Public Relations,None,Writing
85867,Public Relations,HubSpot Certified,Writing
85872,Public Relations,Google Certified,Graphic Design
85877,Digital Marketing,HubSpot Certified,Graphic Design
85888,Content Creation,None,Video Production
85889,Content Creation,None,Graphic Design
85891,Content Creation,None,Writing
85901,Content Creation,HubSpot Certified,Writing
85902,Digital Marketing,Google Certified,Graphic Design
85904,Digital Marketing,Google Certified,Video Production
85913,Digital Marketing,Google Certified,Writing
85919,Digital Marketing,HubSpot Certified,Graphic Design
85920,Digital Marketing,Google Certified,Graphic Design
85921,Public Relations,HubSpot Certified,Video Production
85923,Digital Marketing,None,Video Production
85930,Public Relations,None,Writing
85936,Public Relations,None,Video Production
85940,Digital Marketing,HubSpot Certified,Graphic Design
85942,Public Relations,None,Writing
85944,Content Creation,None,Graphic Design
85946,Content Creation,HubSpot Certified,Graphic Design
85947,Public Relations,Google Certified,Graphic Design
85950,Public Relations,Google Certified,Writing
85956,Content Creation,HubSpot Certified,Graphic Design
85964,Digital Marketing,Google Certified,Writing
85978,Digital Marketing,Google Certified,Graphic Design
85987,Digital Marketing,None,Graphic Design
85988,Digital Marketing,HubSpot Certified,Video Production
85991,Content Creation,None,Writing
85995,Digital Marketing,None,Graphic Design
85996,Public Relations,None,Writing
85999,Public Relations,HubSpot Certified,Video Production
86000,Digital Marketing,HubSpot Certified,Writing
86007,Content Creation,Google Certified,Writing
86015,Public Relations,None,Writing
86017,Content Creation,None,Writing
86023,Digital Marketing,Google Certified,Graphic Design
86034,Content Creation,Google Certified,Writing
86039,Content Creation,None,Writing
86041,Digital Marketing,HubSpot Certified,Video Production
86047,Digital Marketing,Google Certified,Graphic Design
86053,Digital Marketing,None,Writing
86054,Digital Marketing,Google Certified,Video Production
86062,Public Relations,Google Certified,Video Production
86067,Content Creation,HubSpot Certified,Writing
86081,Digital Marketing,None,Video Production
86086,Digital Marketing,None,Writing
86093,Public Relations,None,Writing
86098,Public Relations,None,Writing
86099,Content Creation,None,Writing
86102,Public Relations,Google Certified,Video Production
86103,Digital Marketing,Google Certified,Writing
86108,Content Creation,None,Writing
86112,Content Creation,HubSpot Certified,Writing
86114,Public Relations,HubSpot Certified,Video Production
86115,Public Relations,Google Certified,Writing
86117,Digital Marketing,None,Graphic Design
86118,Digital Marketing,None,Graphic Design
86119,Content Creation,None,Video Production
86121,Content Creation,None,Writing
86122,Public Relations,None,Video Production
86123,Content Creation,HubSpot Certified,Graphic Design
86125,Digital Marketing,None,Video Production
86128,Public Relations,None,Writing
86130,Content Creation,None,Writing
86135,Digital Marketing,Google Certified,Writing
86139,Public Relations,HubSpot Certified,Video Production
86143,Content Creation,Google Certified,Writing
86144,Digital Marketing,HubSpot Certified,Video Production
86150,Public Relations,HubSpot Certified,Graphic Design
86152,Public Relations,Google Certified,Graphic Design
86153,Content Creation,HubSpot Certified,Graphic Design
86158,Public Relations,HubSpot Certified,Video Production
86159,Public Relations,Google Certified,Graphic Design
86167,Public Relations,None,Graphic Design
86172,Digital Marketing,Google Certified,Graphic Design
86202,Public Relations,HubSpot Certified,Graphic Design
86204,Digital Marketing,None,Graphic Design
86208,Content Creation,Google Certified,Writing
86210,Public Relations,HubSpot Certified,Graphic Design
86213,Content Creation,None,Graphic Design
86220,Content Creation,HubSpot Certified,Writing
86227,Public Relations,None,Graphic Design
86237,Content Creation,None,Writing
86262,Content Creation,None,Graphic Design
86270,Public Relations,None,Video Production
86273,Content Creation,None,Graphic Design
86280,Content Creation,None,Writing
86284,Digital Marketing,HubSpot Certified,Graphic Design
86286,Digital Marketing,Google Certified,Graphic Design
86287,Public Relations,Google Certified,Writing
86291,Public Relations,None,Graphic Design
86294,Content Creation,HubSpot Certified,Video Production
86298,Public Relations,None,Graphic Design
86299,Public Relations,Google Certified,Video Production
86303,Content Creation,None,Writing
86310,Public Relations,HubSpot Certified,Video Production
86313,Content Creation,None,Graphic Design
86319,Public Relations,None,Video Production
86331,Digital Marketing,HubSpot Certified,Video Production
86333,Digital Marketing,HubSpot Certified,Writing
86338,Content Creation,Google Certified,Video Production
86340,Content Creation,None,Writing
86362,Content Creation,HubSpot Certified,Graphic Design
86369,Content Creation,Google Certified,Video Production
86375,Public Relations,HubSpot Certified,Writing
86380,Digital Marketing,Google Certified,Writing
86382,Content Creation,Google Certified,Video Production
86384,Digital Marketing,HubSpot Certified,Graphic Design
86386,Digital Marketing,None,Video Production
86392,Digital Marketing,Google Certified,Graphic Design
86393,Public Relations,HubSpot Certified,Writing
86404,Public Relations,None,Writing
86407,Public Relations,Google Certified,Video Production
86411,Digital Marketing,None,Video Production
86412,Content Creation,Google Certified,Writing
86413,Digital Marketing,Google Certified,Video Production
86414,Digital Marketing,None,Graphic Design
86424,Content Creation,HubSpot Certified,Graphic Design
86428,Content Creation,None,Writing
86430,Digital Marketing,None,Writing
86431,Content Creation,None,Graphic Design
86440,Digital Marketing,Google Certified,Graphic Design
86443,Content Creation,Google Certified,Graphic Design
86446,Content Creation,HubSpot Certified,Writing
86464,Digital Marketing,None,Writing
86465,Digital Marketing,Google Certified,Writing
86467,Content Creation,None,Video Production
86481,Digital Marketing,HubSpot Certified,Writing
86483,Public Relations,Google Certified,Writing
86485,Content Creation,None,Graphic Design
86487,Digital Marketing,HubSpot Certified,Video Production
86492,Public Relations,None,Writing
86494,Digital Marketing,Google Certified,Video Production
86497,Public Relations,None,Video Production
86500,Content Creation,HubSpot Certified,Writing
86514,Digital Marketing,Google Certified,Writing
86517,Public Relations,Google Certified,Video Production
86524,Public Relations,HubSpot Certified,Video Production
86532,Content Creation,HubSpot Certified,Writing
86534,Public Relations,Google Certified,Graphic Design
86538,Digital Marketing,HubSpot Certified,Video Production
86543,Content Creation,Google Certified,Graphic Design
86549,Digital Marketing,HubSpot Certified,Video Production
86554,Content Creation,None,Graphic Design
86563,Digital Marketing,Google Certified,Writing
86566,Digital Marketing,None,Graphic Design
86567,Content Creation,Google Certified,Video Production
86588,Public Relations,HubSpot Certified,Graphic Design
86601,Public Relations,None,Video Production
86605,Public Relations,None,Graphic Design
86609,Content Creation,HubSpot Certified,Writing
86614,Digital Marketing,None,Graphic Design
86619,Content Creation,None,Video Production
86621,Digital Marketing,None,Graphic Design
86634,Digital Marketing,HubSpot Certified,Writing
86637,Digital Marketing,None,Graphic Design
86645,Public Relations,Google Certified,Video Production
86650,Public Relations,None,Writing
86653,Digital Marketing,None,Video Production
86654,Digital Marketing,None,Graphic Design
86658,Content Creation,None,Graphic Design
86662,Content Creation,None,Writing
86664,Content Creation,Google Certified,Video Production
86669,Content Creation,Google Certified,Video Production
86670,Digital Marketing,HubSpot Certified,Graphic Design
86680,Content Creation,HubSpot Certified,Video Production
86702,Public Relations,None,Graphic Design
86704,Public Relations,HubSpot Certified,Video Production
86708,Public Relations,None,Graphic Design
86711,Content Creation,Google Certified,Writing
86712,Digital Marketing,None,Writing
86713,Digital Marketing,HubSpot Certified,Writing
86715,Public Relations,HubSpot Certified,Graphic Design
86716,Public Relations,None,Writing
86733,Content Creation,HubSpot Certified,Graphic Design
86734,Content Creation,Google Certified,Graphic Design
86735,Public Relations,Google Certified,Video Production
86750,Digital Marketing,Google Certified,Video Production
86755,Content Creation,HubSpot Certified,Graphic Design
86758,Digital Marketing,None,Video Production
86767,Content Creation,HubSpot Certified,Video Production
86768,Public Relations,HubSpot Certified,Video Production
86769,Digital Marketing,HubSpot Certified,Video Production
86780,Content Creation,None,Writing
86794,Content Creation,HubSpot Certified,Writing
86796,Public Relations,Google Certified,Graphic Design
86798,Content Creation,Google Certified,Writing
86801,Digital Marketing,None,Writing
86803,Public Relations,HubSpot Certified,Graphic Design
86804,Content Creation,Google Certified,Writing
86813,Digital Marketing,None,Writing
86814,Public Relations,HubSpot Certified,Writing
86818,Content Creation,HubSpot Certified,Video Production
86828,Public Relations,HubSpot Certified,Video Production
86830,Public Relations,Google Certified,Graphic Design
86831,Digital Marketing,None,Writing
86836,Public Relations,Google Certified,Writing
86839,Content Creation,HubSpot Certified,Graphic Design
86840,Public Relations,None,Writing
